text|entity_start|entity_end|emotion_labels|emotions
I felt ... because BREXIT has made my country a laughing stock.|0|1|[0, 5]|['anger', 'sadness']
I felt ... because I forgot to do something that I promised I would do for someone.|16|17|[0, 5]|['anger', 'sadness']
I felt ... because I had to have a general anaesthetic for an operation.|4|5|[2]|['fear']
I felt ... because I hadn't called my friend who lost a close friend because I was so busy with my own life that I neglected to think of her.|8|10|[5]|['sadness']
I felt ... because I hoard things rather than be parted with them. I'm sure they'd be better use with someone else, but I keep in case things would 'come in'.|27|28|[4]|['neutral']
I felt ... because I looked around my neighbours ornaments and photo frames when they asked me to get a key for them to give to the porter.|4|5|[4]|['neutral']
I felt ... because I looked around my neighbours ornaments and photo frames when they asked me to get a key for them to give to the porter.|7|9|[4]|['neutral']
I felt ... because I was offered a promotion at work to be head of department. I felt ... because this had been something I had been working towards for a long amount of time. I had worked really hard and felt this had finally paid off.|37|38|[3]|['joy']
I felt ... because I was overlooked at work.|4|5|[0, 5, 0]|['anger', 'sadness', 'anger']
I felt ... of cycling to the local nature reserve for a photo and getting perfect weather conditions for it when I arrived there.|21|22|[3]|['joy']
I felt ... visiting a house that I grew up in and my parents built, it had changed out of all recognition as it had been developed considerably.|7|8|[3, 5]|['joy', 'sadness']
I felt ... visiting a house that I grew up in and my parents built, it had changed out of all recognition as it had been developed considerably.|12|14|[3]|['joy']
I felt ... when I drank too much and fell asleep.|4|5|[4]|['neutral']
I felt ... when I farted in front of a boy I liked in drama class and I felt so humiliated. No one said anything but it smelt bad and everyone knew it was me.|10|12|[1, 4]|['disgust', 'neutral']
I felt ... when I farted in front of a boy I liked in drama class and I felt so humiliated. No one said anything but it smelt bad and everyone knew it was me.|33|34|[1, 4]|['disgust', 'neutral']
I felt ... when I forgot to take my Christmas present for my sister, I left it at home, and she was generously hosting Christmas Day at her house.|13|15|[5, 4]|['sadness', 'neutral']
I felt ... when I found out that my daughter had been having a difficult time and I didn't realise straight away what she was going through.|17|18|[5]|['sadness']
I felt ... when I found out that my daughter had been having a difficult time and I didn't realise straight away what she was going through.|8|10|[5]|['sadness']
I felt ... when I gave away a gift I didn't like and the person found out|14|16|[5]|['sadness']
I felt ... when I got 5 numbers out of 6 on my lottery ticket.|4|5|[0, 3]|['anger', 'joy']
I felt ... when I got my rescue cat.|4|5|[3]|['joy']
I felt ... when I got to see all my family, especially my little nieces, on Christmas day. I moved away from home a couple of years ago and do not see them very often.|24|25|[3, 3]|['joy', 'joy']
I felt ... when I got to see all my family, especially my little nieces, on Christmas day. I moved away from home a couple of years ago and do not see them very often.|9|11|[3]|['joy']
I felt ... when I got to see all my family, especially my little nieces, on Christmas day. I moved away from home a couple of years ago and do not see them very often.|13|18|[3]|['joy']
I felt ... when I had to climb a ladder to do a job on the gutters.|4|5|[2]|['fear']
I felt ... when I had to remove a large spider from the house.|4|5|[2, 1, 2]|['fear', 'disgust', 'fear']
I felt ... when I had too much to drink in a pub, fell over and had to go to hospital.|4|5|[0]|['anger']
I felt ... when I inadvertently stole an air freshener for my car.  It was in the bottom of my shopping trolley and in a clear packet so didn't see it when I put my shopping through the checkout.  I took it straight back to the shop in case they thought I stole it.|59|60|[2]|['fear']
I felt ... when I lost a cherished piece of jewellery I was given by a relative.|12|13|[5]|['sadness']
I felt ... when I lost a cherished piece of jewellery I was given by a relative.|16|18|[5]|['sadness']
I felt ... when I lost my sister's necklace that I had borrowed.|11|12|[5]|['sadness']
I felt ... when I lost my sister's necklace that I had borrowed.|6|8|[5, 4]|['sadness', 'neutral']
I felt ... when I made a mistake at work and somebody else was blamed.|11|12|[0]|['anger']
I felt ... when I opened my A-Level results and achieved good enough grades to get to my first choice university.|4|5|[3]|['joy']
I felt ... when I saw a drunk man falling about in the street.|4|5|[0, 2, 5]|['anger', 'fear', 'sadness']
I felt ... when I saw a drunk man falling about in the street.|6|9|[2, 4]|['fear', 'neutral']
I felt ... when I was able to reunite an elderly relative with her beloved cat which had been missing for a few days.|4|5|[3]|['joy']
I felt ... when I was able to reunite an elderly relative with her beloved cat which had been missing for a few days.|10|13|[3]|['joy']
I felt ... when I watched a scary movie at the night.|4|5|[2]|['fear']
I felt ... when a boy had his foot ran over by the school bus when we were crowding round to be first aboard. We all pushed him so his foot went under the wheel. To cap it all, I saw the bus door open in front of me and jumped in, when I should have backed off to get out of the way.|4|6|[0, 2]|['anger', 'fear']
I felt ... when a boy had his foot ran over by the school bus when we were crowding round to be first aboard. We all pushed him so his foot went under the wheel. To cap it all, I saw the bus door open in front of me and jumped in, when I should have backed off to get out of the way.|26|27|[4]|['neutral']
I felt ... when my autistic son finally got a girlfriend. That we never thought would happen.|0|1|[3]|['joy']
I felt ... when my autistic son finally got a girlfriend. That we never thought would happen.|9|11|[3]|['joy']
I felt ... when my autistic son finally got a girlfriend. That we never thought would happen.|4|7|[3]|['joy']
I felt ... when my autistic son finally got a girlfriend. That we never thought would happen.|13|14|[3]|['joy']
I felt ... when my first grandchild was born and my son rang me straight away and wanted me to go into the hospital to see the baby.|0|1|[3]|['joy']
I felt ... when my first grandchild was born and my son rang me straight away and wanted me to go into the hospital to see the baby.|4|8|[4]|['neutral']
I felt ... when my first grandchild was born and my son rang me straight away and wanted me to go into the hospital to see the baby.|11|13|[3]|['joy']
I felt ... when my girlfriend felt forced to re-home her pony due to the cost and time commitment;  it felt so final that an animal which had been part of my life for years had reached the end of its relationship with us.|0|1|[5]|['sadness']
I felt ... when my girlfriend felt forced to re-home her pony due to the cost and time commitment;  it felt so final that an animal which had been part of my life for years had reached the end of its relationship with us.|4|6|[5]|['sadness']
I felt ... when my grandad passed away.|0|1|[5]|['sadness']
I felt ... when my husband left me after 16 years and I realised he wouldn't be coming back to me and my children.|12|13|[5]|['sadness']
I felt ... when my husband left me after 16 years and I realised he wouldn't be coming back to me and my children.|23|25|[5]|['sadness']
I felt ... when my husband left me after 16 years and I realised he wouldn't be coming back to me and my children.|4|6|[5, 4]|['sadness', 'neutral']
I felt ... when my husband told all his friends that it was my fault we had split up and told people a secret we had.|0|1|[0, 5]|['anger', 'sadness']
I felt ... when my husband told all his friends that it was my fault we had split up and told people a secret we had.|7|10|[0, 5, 4]|['anger', 'sadness', 'neutral']
I felt ... when my husband told all his friends that it was my fault we had split up and told people a secret we had.|4|6|[0, 4]|['anger', 'neutral']
I felt ... when my husband told all his friends that it was my fault we had split up and told people a secret we had.|21|22|[4]|['neutral']
I felt ... when watched the new Mary Poppins movie and one of the songs made me think of my dead mum|0|1|[5]|['sadness']
I felt ... with my family that they voted for BREXIT and so ultimately to deport their Scottish born family member when this destroys the UK.|0|1|[0]|['anger']
I felt ... with my family that they voted for BREXIT and so ultimately to deport their Scottish born family member when this destroys the UK.|4|6|[4]|['neutral']
I felt ... with my family that they voted for BREXIT and so ultimately to deport their Scottish born family member when this destroys the UK.|17|24|[4]|['neutral']
I felt a lot of...that my mother wouldn't know that I was smoking with my friends.|13|14|[3]|['joy']
I felt a lot of...that my mother wouldn't know that I was smoking with my friends.|17|19|[3, 4]|['joy', 'neutral']
I felt a lot of...that my mother wouldn't know that I was smoking with my friends.|7|9|[4]|['neutral']
I felt...because I had to give a presentation at work.|4|5|[2, 2]|['fear', 'fear']
I felt...because I saw how some men treat women, especially in African countries and being a woman I don't want to find myself in any danger of being raped, or killed.|21|22|[0, 2]|['anger', 'fear']
I felt...because I saw how some men treat women, especially in African countries and being a woman I don't want to find myself in any danger of being raped, or killed.|7|9|[4]|['neutral']
I felt...because I saw how some men treat women, especially in African countries and being a woman I don't want to find myself in any danger of being raped, or killed.|10|11|[5, 2]|['sadness', 'fear']
I felt...because a car was driving down the wrong side of the road straight towards my car and I thought we were going to have a serious head on crash.|20|21|[2]|['fear']
I felt...because a car was driving down the wrong side of the road straight towards my car and I thought we were going to have a serious head on crash.|22|23|[2]|['fear']
I felt...when I found out that my partner had been cheating on me, and even had children with someone else. She also didn’t know that I existed which only exasperated the situation and made me feel even more …|32|33|[0, 0]|['anger', 'anger']
I felt...when I found out that my partner had been cheating on me, and even had children with someone else. She also didn’t know that I existed which only exasperated the situation and made me feel even more …|21|22|[0]|['anger']
I felt...when I saw a small bunch of drunk young guys taunting a homeless person late one evening in the city.|4|5|[0, 5]|['anger', 'sadness']
I felt...when I saw a small bunch of drunk young guys taunting a homeless person late one evening in the city.|15|18|[5, 2]|['sadness', 'fear']
I felt...when I saw a small bunch of drunk young guys taunting a homeless person late one evening in the city.|6|13|[3, 4]|['joy', 'neutral']
I felt...when I saw the amount of dog mess left along a footpath near my home, ruining what would otherwise be a wonderfully pleasant walk.|4|5|[0, 1]|['anger', 'disgust']
I felt...when I watched my partner eating his Christmas dinner because he ate like an animal who'd not seen food for a week.|4|5|[1]|['disgust']
I felt...when I watched my partner eating his Christmas dinner because he ate like an animal who'd not seen food for a week.|6|8|[3, 4]|['joy', 'neutral']
I felt...when a stranger threatened my children.|0|1|[0, 2]|['anger', 'fear']
I felt...when a stranger threatened my children.|4|6|[0, 3]|['anger', 'joy']
I felt...when a stranger threatened my children.|7|9|[2]|['fear']
I felt...when my bike was stolen after having left it unlocked for all of five minutes in my front garden.|0|1|[0, 5]|['anger', 'sadness']
I felt...when my ex husband was hateful towards our children.|0|1|[0, 5]|['anger', 'sadness']
I felt...when my ex husband was hateful towards our children.|4|7|[0]|['anger']
I felt...when my ex husband was hateful towards our children.|10|12|[5]|['sadness']
I felt...when my kitten was sick and I had to clean it up.|9|10|[5, 1]|['sadness', 'disgust']
I felt...when we lost our cat Willow recently because she was mauled to death by two dogs being taken for a walk by three.....scums of the earth, that made me feel …: how someone could do something so cruel.|0|1|[0]|['anger']
I felt...when we lost our cat Willow recently because she was mauled to death by two dogs being taken for a walk by three.....scums of the earth, that made me feel …: how someone could do something so cruel.|43|44|[4]|['neutral']
I felt...when we lost our cat Willow recently because she was mauled to death by two dogs being taken for a walk by three.....scums of the earth, that made me feel …: how someone could do something so cruel.|28|35|[3, 4]|['joy', 'neutral']
I felt...when we lost our cat Willow recently because she was mauled to death by two dogs being taken for a walk by three.....scums of the earth, that made me feel …: how someone could do something so cruel.|4|5|[0, 5]|['anger', 'sadness']
I have a big interview tomorrow. I have been studying interview questions and have my resume printed out.|7|8|[2]|['fear']
It was extremely sad to me when I heard that a patient who I was taking care of in hospital had passed away. He had some abdominal pains.|13|14|[5]|['sadness']
