text|entity_start|entity_end|emotion_labels|emotions|emotion_count
Then, putting her from him, he goes out to meet his enemies.|7|8|[0, 1, 2]|['anger', 'disgust', 'fear']|3
Then, when he becomes conscious of the approach of his rival, the soldier's instinct revives in him; he calls for his sword; she refuses it, and he makes a threatening step towards her.|33|34|[0, 1, 2]|['anger', 'disgust', 'fear']|3
Thenceforth the dust and blood of that unruly epoch passed them by.|13|14|[0, 1, 2]|['anger', 'disgust', 'fear']|3
Theophile Gautier was a horrid man, and if anybody but my brother quoted such a thing as that to me I should be very angry with him indeed.'|0|5|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
There he is,-and there is his wife, that pretty little dark woman.'|7|9|[3]|['joy']|1
There is a clamour outside, and he returns wounded to death, pursued by Fernan and his men.|8|9|[0, 2, 4]|['anger', 'fear', 'sadness']|3
There is a man upstairs who crouches like stone by his dead daughter's side; he is motionless and pale as the dead, he is as great in his grief as an expression of grief by Michael Angelo.|32|33|[4]|['sadness']|1
"There is nothing I hate more than spiders, she said, with a little shiver, ""unless,"" seriously, ""it's caterpillars--and caterpillars I loathe."|34|35|[0, 1, 4]|['anger', 'disgust', 'sadness']|3
"There is nothing I hate more than spiders, she said, with a little shiver, ""unless,"" seriously, ""it's caterpillars--and caterpillars I loathe."|9|10|[0, 1, 2]|['anger', 'disgust', 'fear']|3
There is someone you used to know,' Alice said, speaking with embarrassment, and pointing towards the road.|8|10|[2, 4, 5]|['fear', 'sadness', 'surprise']|3
There was a delighted excitement in her eyes, puzzling him.|6|7|[3, 5]|['joy', 'surprise']|2
There was a little joke between them that he was a magician, and it was one of his pleasures to invent things to surprise her.|8|9|[5]|['surprise']|1
There was a little joke between them that he was a magician, and it was one of his pleasures to invent things to surprise her.|25|26|[5]|['surprise']|1
There was a perfect babel, and Lottie began to cry plaintively.|8|11|[4]|['sadness']|1
There was an inexpressible pleasure in watching the growth of the work they had so long contemplated, in speculating on the advantages they would obtain by so uniting their respective villages, and in feeling that, being at last one, they were working together for the good of their people.|55|57|[3, 5]|['joy', 'surprise']|2
There was not the slightest doubt that the steamer was safe, but she had become possessed, as Lady Victoria expressed it, by this unaccountable presentiment, that her fair-haired lover was gone from her for ever. |14|15|[1, 2]|['disgust', 'fear']|2
There was nothing present but the lees of London and the commonplace of disrespectability; and the Prince had already fallen to yawning, and was beginning to grow weary of the whole excursion, when the swing doors were pushed violently open, and a young man, followed by a couple of commissionaires, entered the bar.  |19|21|[4]|['sadness']|1
There was nothing the Indian gentleman loved more than the recollection of the little princess in rags and tatters.|3|7|[3]|['joy']|1
There was some that was feared of Pew, and some that was feared of Flint; but Flint his own self was feared of me.|20|22|[0, 2]|['anger', 'fear']|2
There was some that was feared of Pew, and some that was feared of Flint; but Flint his own self was feared of me.|11|12|[0, 2]|['anger', 'fear']|2
There was something in it that made him feel that he was going to cry.|10|11|[4]|['sadness']|1
"There's Mrs. Figgins, now, the baker's wife; her daughter has just chosen to get married to a bank clerk in London; and I said to her this morning, ""Well, Mrs. Figgins, so you've let your Polly go and pick up with some young fellow from town that you've never seen before, haven't you?"|15|17|[3, 5]|['joy', 'surprise']|2
"There, you see, Edie,' cried Harry demonstratively, 'that's an infinitesimal fraction of Pi; that's a minute decimal of thismgreat, sneering, ugly aggregate ""society"" that we have to deal with whether we will or no, and that rends us and grinds us to powder if only it can once get in the thin end of a chance."|9|11|[4]|['sadness']|1
Thereupon he turned into the house (still in a great fervour of mind, so that I saw I had pleased him heartily) and there he wrote me two letters, making his comments on them as he wrote.|21|22|[3]|['joy']|1
Thereupon the old gentleman flew into a towering rage, swearing and cursing in a most characteristic manner, but finally declaring that to arrest spies was the work of spies, and that Giovanni had behaved like a gentleman, as of course he could not help doing, seeing that he was his own son.|2|5|[0, 1, 4]|['anger', 'disgust', 'sadness']|3
These they shot, or trapped in pitfalls, using the flesh for food, and, after their clothes wore out, the hides for clothing.|1|2|[0, 1, 2, 4, 5]|['anger', 'disgust', 'fear', 'sadness', 'surprise']|5
They are happy and glad together, those two hearts that never knew love save for each other, and they will be happy always.|20|21|[3]|['joy']|1
They are happy and glad together, those two hearts that never knew love save for each other, and they will be happy always.|20|21|[3]|['joy']|1
They are happy people!|0|1|[3]|['joy']|1
They called upon him eagerly to explain his meaning.  |0|1|[3, 5]|['joy', 'surprise']|2
They did look beautiful this last evening.|0|1|[3]|['joy']|1
They dwelt apart from alarms in the green forest where their love began.|11|12|[3]|['joy']|1
They grasped their hideous foes by arm and limb and neck, and tossed some of them back upon their fellows; fighting desperately with their bare hands against the armed murderers.|25|26|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
They grasped their hideous foes by arm and limb and neck, and tossed some of them back upon their fellows; fighting desperately with their bare hands against the armed murderers.|0|1|[0, 2]|['anger', 'fear']|2
They had been speaking of Italy ... of Italy where they would have spent their honeymoon.|12|13|[3, 5]|['joy', 'surprise']|2
They had hoped for treasure,--they saw but a handful of white-robed unarmed men, standing around one taller than the rest; and in the throng they saw two women.|33|34|[3, 5]|['joy', 'surprise']|2
They hardly knew why they were going, and San Miniato almost regretted having persuaded them.|9|13|[4]|['sadness']|1
They just glory in it!|0|1|[3]|['joy']|1
They liked a bit o' fun, they did.|8|9|[3]|['joy']|1
They lives rough, and they risk swinging, but they eat and drink like fighting-cocks, and when a cruise is done, why, it's hundreds of pounds instead of hundreds of farthings in their pockets.|10|11|[2]|['fear']|1
They must not kill each other; she would not allow it; they should be friends.|13|14|[2, 4]|['fear', 'sadness']|2
They spoke freely of each other's affairs, saving that there was no mention of Ida.|0|1|[3]|['joy']|1
They wanted him sadly at home; by this time he would have been helping his unfortunate father.|0|1|[4]|['sadness']|1
They will never know, any more than Nellie knew, all that their mother suffered; and as she looks upon them and strokes their long fair hair and listens to their laughter, she says to herself that it was perhaps almost worth while to have been dragged down towards the depths of shame for the sake of at last enjoying such pride and glory of happy motherhood.|37|38|[3]|['joy']|1
They will never know, any more than Nellie knew, all that their mother suffered; and as she looks upon them and strokes their long fair hair and listens to their laughter, she says to herself that it was perhaps almost worth while to have been dragged down towards the depths of shame for the sake of at last enjoying such pride and glory of happy motherhood.|34|35|[3, 5]|['joy', 'surprise']|2
They will never know, any more than Nellie knew, all that their mother suffered; and as she looks upon them and strokes their long fair hair and listens to their laughter, she says to herself that it was perhaps almost worth while to have been dragged down towards the depths of shame for the sake of at last enjoying such pride and glory of happy motherhood.|15|17|[1, 2, 4]|['disgust', 'fear', 'sadness']|3
They're a bad lot.|0|1|[1, 4]|['disgust', 'sadness']|2
They're neither of them strong, I'm afraid.'|7|8|[2]|['fear']|1
Think not, dear friend and brother, that I have come here to dwell needlessly on your grief, to rouse again the keen agonies that have so lately burned through and through you to the quick.|18|19|[0, 2, 4]|['anger', 'fear', 'sadness']|3
Think you, because I am gray and loveless, that I have never known youth and gladness of heart? |13|14|[4]|['sadness']|1
This I know, that you are very near to a life I cannot hope for; and I pray God that you may speed quickly to the desired end, that you may attain that happiness which your brave soul and honest heart so well deserve.|32|33|[3]|['joy']|1
This good monk has lost his way.|0|3|[2, 4]|['fear', 'sadness']|2
This is not taty-and-point, said her husband, with a twinkle in his eyes and a sensation of liquidity about the lips as he came up to survey the outspread tables.|20|21|[3]|['joy']|1
This is plainly stated in the New Testament thus: 'God is a SPIRIT, and they that worship Him must worship Him IN SPIRIT and in truth.'|17|18|[3]|['joy']|1
This slight incident in the tragedy wrung his heart, and the effort of putting the facts upon paper brought the truth home to him, and lured and led him to see down the lifelong range of consequences.|8|9|[0, 2, 4, 5]|['anger', 'fear', 'sadness', 'surprise']|4
"This tendency of mine exposed me to the ridicule of those among my companions who were amorously inclined, but their gay jests at what they termed my ""weakness"" never affected me."|36|37|[0, 1, 4]|['anger', 'disgust', 'sadness']|3
"This tendency of mine exposed me to the ridicule of those among my companions who were amorously inclined, but their gay jests at what they termed my ""weakness"" never affected me."|21|22|[3]|['joy']|1
This was a woman--one of the sex I mistrusted and avoided--a woman in the earliest spring of her youth, a girl of fifteen or sixteen at the utmost.|9|10|[1, 2]|['disgust', 'fear']|2
This was the man he had hated through so many years of boyhood and manhood--the man who had faced him and opposed him at every step--who had stood up boldly before him in his own house to defend what he believed to be right.|45|46|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
"Thomas Reid, the conservative sexton, buried him ""four by six by two,"" grumbling at the parish depth as of yore, and a simple stone cross marked his nameless grave."|0|4|[0, 1]|['anger', 'disgust']|2
"Thomas Reid, the conservative sexton, buried him ""four by six by two,"" grumbling at the parish depth as of yore, and a simple stone cross marked his nameless grave."|11|12|[2, 4]|['fear', 'sadness']|2
"Thomas Reid, the conservative sexton, buried him ""four by six by two,"" grumbling at the parish depth as of yore, and a simple stone cross marked his nameless grave."|36|37|[2, 4]|['fear', 'sadness']|2
Those wonderful eyes of hers were full upon him; there was emotion in them,--evidently the Nuneham scene was in her mind, as it was in his,--and a great friendliness, even gratitude, seemed to look out through them.|50|51|[3]|['joy']|1
Thou wilt not taste life till thou hast sipped the nectar from a pair of rose-red lips--thou shalt not guess the riddle of the stars till thou hast gazed deep down into the fathomless glory of a maiden's eyes--thou canst not know delight till thou hast clasped eager arms round a coy waist and heard the beating of a passionate heart against thine own!|61|62|[3, 5]|['joy', 'surprise']|2
Though I had plenty of acquaintance in the city, I cared little for such entertainment as they could offer me.|10|11|[3, 5]|['joy', 'surprise']|2
Though I'm afraid I'm a very poor critic in that matter--if you were only a problem in space of four dimensions, now!|4|5|[2]|['fear']|1
Though no one capable of judging the situation could have cast upon him a shadow of blame, the first experience of peace mingled itself in his mind with self-reproach.|12|13|[0, 1]|['anger', 'disgust']|2
Through all those months of untiring labour, through privation and anxiety, through days of weariness and nights of study, he had looked forward to the triumph, often doubting but never despairing.|25|26|[3]|['joy']|1
Throw on your pleasant words, your gentle pressures of the hand, your thoughtful and unselfish deeds.|13|14|[3, 5]|['joy', 'surprise']|2
Thus long she had held up, but despair was closing in upon her, and an anguish worse than death.|2|3|[4]|['sadness']|1
To Otto it seemed as if the whole frame of nature were waiting for his words; and yet his pride kept him silent.|20|21|[3]|['joy']|1
To come to business, Good and I took the diamonds to Streeter's to be valued, as we arranged, and really I am afraid to tell you what they put them at, it seems so enormous.|25|26|[2]|['fear']|1
To her this supreme avowal is the only means of making him believe her report of his danger, and turn towards flight; but in him it produces a joy which banishes all thought of personal risk, and makes separation from her worse than death.|46|47|[2, 4]|['fear', 'sadness']|2
To her this supreme avowal is the only means of making him believe her report of his danger, and turn towards flight; but in him it produces a joy which banishes all thought of personal risk, and makes separation from her worse than death.|28|29|[3]|['joy']|1
To her this supreme avowal is the only means of making him believe her report of his danger, and turn towards flight; but in him it produces a joy which banishes all thought of personal risk, and makes separation from her worse than death.|18|19|[2, 4]|['fear', 'sadness']|2
To his surprise he found that he returned to the same conclusion as before.|1|2|[5]|['surprise']|1
To his surprise it was opened before he could ring, and old Assunta came forward with her wrinkled fingers raised to her lips.|1|2|[5]|['surprise']|1
To kill a priest, and then be as nervous and conscious as a boy in a scrape!|2|4|[2, 4]|['fear', 'sadness']|2
To tell the truth, the Duke firmly expected to receive the news of the ship's arrival during the night, and so great was his anxiety to relieve Margaret that he insisted upon Willis and Vladimir sitting up all night, so as to be sure of having the message delivered the moment it arrived.|6|8|[0, 2, 4]|['anger', 'fear', 'sadness']|3
To the end his gray life would play the part of spectator to hers, or else she would soon have passed beyond his grasp and touch, just as Elvira would have vanished in a little while from the sight of the great audience which now hung upon her every movement.|30|33|[5]|['surprise']|1
To the full you have enjoyed wealth and success and the sensuality of a refined and artistic luxury; to the full, as only a few rarely-gifted men can, you have enjoyed the purest and highest love that earth can give.|35|36|[3, 5]|['joy', 'surprise']|2
To their house, about three months after her husband's death, came Adela.|8|10|[1, 2, 4]|['disgust', 'fear', 'sadness']|3
To-day I have nothing; all my hopes are shattered, all my illusions have fallen.|14|15|[0, 1, 4]|['anger', 'disgust', 'sadness']|3
To-day she held such a brief, and was more than usually urgent in the representation of a deserving case.|3|4|[2, 5]|['fear', 'surprise']|2
To-morrow, he would not be sitting out there, breathing in the keen salt air and listening to the music of the surging water, which was the only harmony he had ever loved.|33|34|[3]|['joy']|1
Trial of speed is made, and he succeeds in two hundred yards.|7|8|[3, 5]|['joy', 'surprise']|2
Twice and three times he gasped for breath, and then lay quite still.|5|6|[5]|['surprise']|1
Two elderly women were amused spectators of Liza's ineffectual struggles.|7|10|[0, 1, 2]|['anger', 'disgust', 'fear']|3
Two elderly women were amused spectators of Liza's ineffectual struggles.|0|3|[3]|['joy']|1
Two pounds of best black tea, good quality--yours is generally atrocious, Mrs. Oswald--that's the next thing on the list,' said poor trembling, shaky Miss Luttrell, the Squire's sister, a palsied old lady with a quavering,  querulous, rasping voice.|38|42|[2]|['fear']|1
Under the impulse of his ravening grief, John watched the spectacle of the world's forgetfulness, and the seeming obscenity horrified him even to the limits of madness.|27|28|[0, 1, 2]|['anger', 'disgust', 'fear']|3
Under the impulse of his ravening grief, John watched the spectacle of the world's forgetfulness, and the seeming obscenity horrified him even to the limits of madness.|4|5|[4]|['sadness']|1
Unfortunately I was away--was walking with you, in fact.|2|3|[4]|['sadness']|1
Very slowly, as though fearing some horrible sight, he changed his position and looked timidly in the direction of the sick man.|10|11|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
Very subtle are the fast-vanishing links between you and the world; very thin and impalpable the faint shadows that mar to your vision those transcendent hues of heavenly glory you shall so soon behold.|38|39|[3]|['joy']|1
Was this the actress he had watched with such incessant critical revolt six months before?|4|5|[0, 5]|['anger', 'surprise']|2
Waymark often lay awake in the night, listening to that fearful sound in the next room.|0|2|[2]|['fear']|1
"Waymark, Julian said presently, a gentle tremor in his voice, ""why do we never speak of her?"""|3|6|[0, 2, 4]|['anger', 'fear', 'sadness']|3
We are doomed men and must surely die, though we know not by whose hand we perish.|16|17|[2, 4]|['fear', 'sadness']|2
We have refused to tell the tale till it is written by you, for fear lest we shall not be believed.|17|18|[0, 2]|['anger', 'fear']|2
We learn to suffer as we learn to love, and it is not to-day, nor yet to-morrow, but in weeks and months to come, and by slow degrees, that John Norton will understand the irreparableness of his loss.|49|50|[2, 4]|['fear', 'sadness']|2
We like, we cherish, we are very, very fond of--but we never love again.|15|16|[3, 5]|['joy', 'surprise']|2
We love, we desire, we possess; and then?|6|7|[3]|['joy']|1
We never missed a tennis-party last year; we used to go sometimes ten miles to them, so eager was mamma after Captain Gibbon, and it did not come off; and then the whole country laughs.'|23|26|[3, 5]|['joy', 'surprise']|2
We suffer differently indeed, but we suffer equally.|6|7|[1, 2, 4]|['disgust', 'fear', 'sadness']|3
We told the man we could and would make such a scandal out of this, as should make his name stink from one end of London to the other.|19|20|[1]|['disgust']|1
We told the man we could and would make such a scandal out of this, as should make his name stink from one end of London to the other.|4|5|[1]|['disgust']|1
We were married at the end of June, and Guido Ferrari graced our bridal with his handsome and gallant presence.|0|1|[3, 5]|['joy', 'surprise']|2
We were married at the end of June, and Guido Ferrari graced our bridal with his handsome and gallant presence.|18|19|[3]|['joy']|1
We were only too pleased; and if to-day be wet, to-morrow and the next and the next will be sunshine.|0|1|[3]|['joy']|1
We will go away at once, darling, he said, after a minute, during which I did not see what was going on.|9|10|[3]|['joy']|1
We will go, then, sweetheart.|0|1|[3, 5]|['joy', 'surprise']|2
"We will have it, all the same, said Claudius, smiling, ""and you shall do as you like with it, beloved."|10|13|[3, 5]|['joy', 'surprise']|2
We will take you between us and open the doors, and it may be that we can fight our way out--though we are all slain, he may be saved.|24|25|[0, 2]|['anger', 'fear']|2
We're so glad you are found, she said.|0|1|[3]|['joy']|1
Well, Edie,' said her brother, smiling gently at the light, joyous, tremulous little figure, 'I think I've done right in putting it off till now.|6|8|[3, 5]|['joy', 'surprise']|2
Well, I am going to have a summer among the German galleries; perhaps I shall find peace there.|16|17|[3]|['joy']|1
Well, I have done all I could, now other people must enjoy the results.|10|12|[3]|['joy']|1
Well, I hope we shall be able to conquer death in this instance,' the doctor answered, 'and with care we may save her for some time, and if--''Ah, if,' Laura interjected, and curtseying to him she led the doctor to the door.|2|3|[3, 5]|['joy', 'surprise']|2
Well, I hope we shall be able to conquer death in this instance,' the doctor answered, 'and with care we may save her for some time, and if--''Ah, if,' Laura interjected, and curtseying to him she led the doctor to the door.|23|24|[1, 2, 4]|['disgust', 'fear', 'sadness']|3
Well, all good go with you.|6|7|[3, 5]|['joy', 'surprise']|2
Well, for my part, I don't care twopence about Pi as you call it,' said Edie, tossing her pretty little head  contemptuously; 'but I'm very glad indeed to have been on the Continent for my own sake, because of the pictures, and palaces, and mountains, and waterfalls we've seen, and not because of Pi's opinion of me for having seenthem.|35|36|[3]|['joy']|1
Well, he's dead now and under hatches; but for two year before that, shiver my timbers, the man was starving!|2|3|[2, 4]|['fear', 'sadness']|2
"Well, said Marzio at last, with a kinder smile than had been on his face for many a day--""very well, children."|3|6|[3, 5]|['joy', 'surprise']|2
Well, sir, he was like the rest of us; every time he looked at my prisoner, I saw that Sawbones turn sick and white with the desire to kill him.|34|35|[2, 4]|['fear', 'sadness']|2
Well, sir, he was like the rest of us; every time he looked at my prisoner, I saw that Sawbones turn sick and white with the desire to kill him.|17|19|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
Well, there,' said Mrs. Oswald, half laughing and half crying, 'I can't tell 'ee exactly what she did say, but it was just the kind of thing that she mostly does, impudent like, just to hurt a body's feelings.|5|11|[3, 4, 5]|['joy', 'sadness', 'surprise']|3
Well, there,' said his mother, kissing him gently, 'you're a bad rebellious boy to be calling names, like a chatter-mag, and I won't listen to you any longer.|5|7|[3, 5]|['joy', 'surprise']|2
Well, there,' said his mother, kissing him gently, 'you're a bad rebellious boy to be calling names, like a chatter-mag, and I won't listen to you any longer.|36|37|[1]|['disgust']|1
Well, well,' he said, with a painful embarrassment.|4|5|[0, 1, 2, 4, 5]|['anger', 'disgust', 'fear', 'sadness', 'surprise']|5
What I have seen of you has greatly pleased but even more puzzled me.  |13|14|[3]|['joy']|1
What she desired to say to me I can only conjecture; but it is not impossible that she was driven by the common impulse which sends young girls to their pastor when they are in grievous trouble and without other friends.'|33|34|[0, 2, 4]|['anger', 'fear', 'sadness']|3
When I have said that my child has disobeyed me, I have said all that the question holds.|12|13|[0, 1]|['anger', 'disgust']|2
"When I look at you, standing there so pretty in that pretty dress, I feel inclined to say to myself, ""Every woman ought to do her best to make herself look as beautiful as she can for the common delectation of all humanity."""|4|5|[3]|['joy']|1
When I should have consecrated every thought to the hope of winning you, I made myself contemptible in your eyes--worse, I made you loathe me.|27|28|[0, 1, 3, 5]|['anger', 'disgust', 'joy', 'surprise']|4
When I should have consecrated every thought to the hope of winning you, I made myself contemptible in your eyes--worse, I made you loathe me.|29|30|[0, 1]|['anger', 'disgust']|2
When I took up the beef-tea I found her that bad that I felt that I'd always have it on my conscience if I didn't let her husband know how bad his wife was----'  'I'm afraid, doctor, that she's been drinking for years,' Laura interjected.|43|44|[2]|['fear']|1
When a man dies he goes to the ground, as a slaughtered ox to the butcher's stall, or a dead horse to the knacker's.|1|3|[2, 4]|['fear', 'sadness']|2
When a man dies he goes to the ground, as a slaughtered ox to the butcher's stall, or a dead horse to the knacker's.|4|5|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
When all was ready he went ashore and shouted for the Cripple and the Son of the Fool, who at once appeared out of the dusk, and were put on board the sailboat by him.|4|5|[0, 5]|['anger', 'surprise']|2
When he saw you pass by, looking so sad and neglected, he did not dream that you were his friend's poor child; but because you were a little girl, too, he was sorry for you, and wanted to make you happier.|46|47|[3]|['joy']|1
When he was old enough to walk out with his nurse, dragging a small wagon and wearing a short white kilt skirt, and a big white hat set back on his curly yellow hair, he was so handsome and strong and rosy that he attracted every one's attention, and his nurse would come home and tell his mamma stories of the ladies who had stopped their carriages to look at and speak to him, and of how pleased they were when he talked to them in his cheerful little way, as if he had known them always.|97|98|[3, 5]|['joy', 'surprise']|2
When he was quite a little fellow, he learned to read; and after that he used to lie on the hearth-rug, in the evening, and read aloud--sometimes stories, and sometimes big books such as older people read, and sometimes even the newspaper; and often at such times Mary, in the kitchen, would hear Mrs. Errol laughing with delight at the quaint things he said.|68|73|[3]|['joy']|1
When his father was ill, Cedric had been sent away, and when he had returned, everything was over; and his mother, who had been very ill, too, was only just beginning to sit in her chair by the window.|1|3|[1, 4]|['disgust', 'sadness']|2
When his father was ill, Cedric had been sent away, and when he had returned, everything was over; and his mother, who had been very ill, too, was only just beginning to sit in her chair by the window.|25|27|[1, 4]|['disgust', 'sadness']|2
When my father, Count Filippo Romani, died, leaving me, then a lad of seventeen, sole heir to his enormous possessions-- sole head of his powerful house--there were many candid friends who, with their usual kindness, prophesied the worst things of my future.|1|3|[2, 4, 5]|['fear', 'sadness', 'surprise']|3
When my friend spoke thus I smiled, but answered nothing.|5|6|[3, 5]|['joy', 'surprise']|2
"When next she visited Litany Lane, Ida learnt that ""pore Mrs. Casty,"" after a quarrel with her friend Mrs. Sprowl, had fallen downstairs in a fit and broken her neck."|15|20|[0]|['anger']|1
When the curtain fell, Edward Wallace could have had few doubts--if he had ever cherished any--of the success of his play.|16|17|[3]|['joy']|1
When they came forth again, happy and yet serious, into the frosty air and sunlight, the long files of the army were already winding forward up the road; already the Duke of Gloucester's banner was unfolded and began to move from before the abbey in a clump of spears; and behind it, girt by steel-clad knights, the bold, black-hearted, and ambitious hunchback moved on towards his brief kingdom and his lasting infamy.|92|93|[4]|['sadness']|1
When they came forth again, happy and yet serious, into the frosty air and sunlight, the long files of the army were already winding forward up the road; already the Duke of Gloucester's banner was unfolded and began to move from before the abbey in a clump of spears; and behind it, girt by steel-clad knights, the bold, black-hearted, and ambitious hunchback moved on towards his brief kingdom and his lasting infamy.|1|2|[3]|['joy']|1
When they reached his rooms he put her carefully into a chair by the fire, made her take some sandwiches, and set the kettle to boil in his handy bachelor way, that he might make her some tea, and all the time he talked about various nothings, till at last Marie, unable to put up with it any longer, caught his hand as he was bending over the fire.|57|59|[5]|['surprise']|1
When they were alone, Corona laid her hands upon Giovanni's shoulders and gazed long into his angry eyes.|20|21|[0, 1]|['anger', 'disgust']|2
When we next meet, it shall repent you that ye were so harsh.|8|9|[4]|['sadness']|1
When you have lost her--when the light is gone out from your life and the world stretches before you a long, dark horror, even then a half-enchantment mingles with your despair.|20|21|[0, 1, 2, 4, 5]|['anger', 'disgust', 'fear', 'sadness', 'surprise']|5
When you have lost her--when the light is gone out from your life and the world stretches before you a long, dark horror, even then a half-enchantment mingles with your despair.|38|39|[4]|['sadness']|1
Why she married him I cannot wholly explain to myself, but remember that she took that step very shortly after being brought to believe that you, my good friend, were utterly unworthy of any true woman's devotion.|28|31|[1]|['disgust']|1
Why, bless me!|3|4|[3]|['joy']|1
Why, bless you!|3|4|[3]|['joy']|1
Why, heaven bless the girl, she'd much better stop at home and learn her catechism.|4|6|[3]|['joy']|1
"Why, yes, sir, he cried, ""very many."|6|7|[4]|['sadness']|1
With a bitter scorn of his incapacity, he began to wonder whether he could ever get so far as to kill Paolo in the first instance.|14|15|[2, 4]|['fear', 'sadness']|2
With a bitter scorn of his incapacity, he began to wonder whether he could ever get so far as to kill Paolo in the first instance.|5|6|[0]|['anger']|1
With a crash, as though the elements of the earth were dissolving into primeval confusion, the great bronze doors gave way, and fell clanging in--and the yells of the besiegers came to the ears of the priests, as though the cover had been taken from the caldron of hell, suffering the din of the damned and their devils to burst forth in demoniac discord.|69|70|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
With a wild shriek, the wretched man sprang up, upon his knees, his eyes starting out, his face transfigured with horror.|21|22|[1, 2, 4]|['disgust', 'fear', 'sadness']|3
With a wild shriek, the wretched man sprang up, upon his knees, his eyes starting out, his face transfigured with horror.|6|9|[1, 4]|['disgust', 'sadness']|2
With the early May he had a revival of inspiration.|4|5|[3]|['joy']|1
"Would, in the conflict gory, That I had died for thee!""'"|9|10|[2, 4]|['fear', 'sadness']|2
Ye are dead men and there is no salvation--ye must die like men, said the little maid, quietly.|10|11|[2, 4]|['fear', 'sadness']|2
Ye doom me, said Sir Daniel, gloomily.|5|8|[4]|['sadness']|1
Ye doom me, said Sir Daniel, gloomily.|0|1|[2, 4]|['fear', 'sadness']|2
Ye mock me, said Sir Daniel.|0|1|[0, 1, 4]|['anger', 'disgust', 'sadness']|3
Year by year, as he came to refresh himself from hard work with a breath of the country air, he saw the little girl grow to the young maiden of sixteen, and he saw her beauty ripen again to the fulness of womanhood; and at last, when she was one and twenty years of age he in his turn put out his hand and asked her to take him--which she did, for better or worse, but to all appearances for better.|73|74|[3]|['joy']|1
Years ago, when I loved you without knowing what my love really meant, I flung away every chance in a moment of boyish madness.|15|16|[0, 2, 3, 5]|['anger', 'fear', 'joy', 'surprise']|4
Years ago, when I loved you without knowing what my love really meant, I flung away every chance in a moment of boyish madness.|10|11|[3]|['joy']|1
Yes, I do, answered the woman, smiling more good-naturedly than ever.|6|8|[3]|['joy']|1
"Yes, I should,"" said Olly, just for the sake of contradicting."|6|8|[0]|['anger']|1
"Yes, answered Gouache, with his gentle smile; ""the mountain air is still cold."""|3|5|[3, 5]|['joy', 'surprise']|2
Yes, darling, he said softly. |4|5|[3]|['joy']|1
"Yes, he answered, with a smile, ""entirely so."""|2|3|[3, 5]|['joy', 'surprise']|2
"Yes, he is well, she sobbed; ""he is quite, quite well, but we--we have no one left but each other. "|6|7|[4]|['sadness']|1
"Yes, he is well, she sobbed; ""he is quite, quite well, but we--we have no one left but each other. "|21|22|[4, 5]|['sadness', 'surprise']|2
"Yes, said Margaret, and there was a tinge of sadness in her voice, ""yes, perhaps the Duke will lend us the yacht."""|3|5|[4]|['sadness']|1
"Yes, said Sara, smiling; ""and I can give buns and bread to the populace."""|3|5|[3]|['joy']|1
Yesterday I had all things--a sweet wife and happy youthful days to look forward to.|2|3|[3]|['joy']|1
Yet I loved to hear him talk--his voice was mellow as the note of a thrush, and his eyes had an eloquence greater than all speech.|1|2|[3]|['joy']|1
Yet she was haunted by a memory, a hateful memory that had kept her awake, and had caused her to moan and to cry for hours, till at last sleep fell upon her.|35|36|[4]|['sadness']|1
Yet she was haunted by a memory, a hateful memory that had kept her awake, and had caused her to moan and to cry for hours, till at last sleep fell upon her.|1|2|[2]|['fear']|1
You John--with your reputation, your success, with the whole world at your feet--you ought not to marry the daughter of--of such a man.|15|16|[3]|['joy']|1
You are less suspicious than the majority, he returned, turning away from me and playing idly with a spray of clematis that trailed on one of the pillars of the veranda.|0|1|[0]|['anger']|1
You are offended; you shrink from me.|4|5|[0, 1]|['anger', 'disgust']|2
You are suffering greatly, past the power of reason to alleviate, for you no longer know yourself, nor are aware what you really think.|24|25|[1, 2, 4]|['disgust', 'fear', 'sadness']|3
You are very generous, John, as well as great, she answered looking up to his face.|0|1|[3]|['joy']|1
You careless scoundrel! |0|1|[0, 1, 2]|['anger', 'disgust', 'fear']|3
You don't know how glad we are that you are found.|6|7|[3]|['joy']|1
You have been the instructor and the genius of my love.|9|10|[3]|['joy']|1
You have convinced yourself that she loved her husband in the true sense of the word?'|5|6|[3]|['joy']|1
You have cruelly disobeyed me,--cruelly, I say, because you have shown me that all my pains and kindness and discipline have been in vain.|18|19|[0, 1]|['anger', 'disgust']|2
"You have despised all I have done for you."""|8|9|[0, 1]|['anger', 'disgust']|2
You have done your day's work, and have lots of money now, and there is a place for sale quite close which would suit you admirably.|27|28|[3]|['joy']|1
You just jump up, like a sweet lad, and get me an apple, to wet my pipe like.|0|1|[5]|['surprise']|1
You know I hated to feel you were wrangling with those lawyers for money; and she laughed a little scornfully.|2|3|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
