text|experiencer|emotion|explicit
The strong hot tears fell upon the bed coverings, and his breast heaved with passionate sobbing.|his|['sadness']|True
The sympathetic influence of Christ was so powerful that when He selected His disciples, He had but to speak to them, and at the sound of His voice, though they were engaged in other business, 'THEY LEFT ALL AND FOLLOWED HIM.|Christ|['sadness']|True
The tears welled up in his eyes; the shock which in its suddenness had frozen his heart, began to thaw, and grief fell like a penetrating rain.|his|['anger', 'fear', 'surprise']|True
The tones of Ugo's voice reminded him of injuries not so old as to be yet forgotten.|him|['anger', 'fear', 'sadness']|True
The truth is that Liza has a shrewd suspicion that the penalty of acquiescence would be a kiss.|Liza|['fear']|True
The two commissionaires, who seemed to have grown accustomed to their absurd employment, followed immediately after; and the Prince and the Colonel brought up the rear, arm in arm, and smiling to each other as they went.  |the Prince and the Colonel|['joy', 'surprise']|True
The vision of Elvira's pale beauty and his quick intuition of the dangers she has run in forcing her way to him produce a sudden revulsion of feeling towards her, a flood of passionate reconciliation; he is at her feet once more; he feels that she is true, that she is his.|her|['anger', 'disgust', 'fear', 'surprise']|True
The vision of Elvira's pale beauty and his quick intuition of the dangers she has run in forcing her way to him produce a sudden revulsion of feeling towards her, a flood of passionate reconciliation; he is at her feet once more; he feels that she is true, that she is his.|him|['joy']|True
The vision of Elvira's pale beauty and his quick intuition of the dangers she has run in forcing her way to him produce a sudden revulsion of feeling towards her, a flood of passionate reconciliation; he is at her feet once more; he feels that she is true, that she is his.|his|['anger', 'fear']|True
The vision of Elvira's pale beauty and his quick intuition of the dangers she has run in forcing her way to him produce a sudden revulsion of feeling towards her, a flood of passionate reconciliation; he is at her feet once more; he feels that she is true, that she is his.|she|['anger', 'fear']|True
The white muffled figure standing in the turret door, the faint lamp light streaming on the bent head and upraised arm--those tones of self-forgetful passion, drawn straight, as it were, from the pure heart of love--the splendid energy of that last defiance of fate and circumstance--the low vibrations of her dying words--the power of the actress and the personality of the woman,--all these different impressions were holding wild war within him as he hastened on, with Marie clinging to his arm.|her|['fear', 'sadness']|True
The white muffled figure standing in the turret door, the faint lamp light streaming on the bent head and upraised arm--those tones of self-forgetful passion, drawn straight, as it were, from the pure heart of love--the splendid energy of that last defiance of fate and circumstance--the low vibrations of her dying words--the power of the actress and the personality of the woman,--all these different impressions were holding wild war within him as he hastened on, with Marie clinging to his arm.|him|['fear', 'surprise']|True
The woman watched her, and listened with an astonished face.|The woman|['surprise']|True
The word shocked him a little, but there was no sense of realisation to meet it.|him|['anger', 'fear', 'surprise']|True
The words were said so lightly, they betrayed so clearly the speaker's conviction that she had made a foolish mistake, that they stung Kendal to the quick.|she|['disgust', 'sadness']|True
The words were said so lightly, they betrayed so clearly the speaker's conviction that she had made a foolish mistake, that they stung Kendal to the quick.|they|['disgust', 'sadness']|True
The world of past, present, and future thoughts, came into my soul, distorted, without perspective, nothing to help me to discern the good from the evil, the suffering gone and long-forgotten from the pain in store.|my soul|['disgust']|True
The young man had heard him express a wish that Paolo might disappear.|Paolo|['fear']|True
The young man seemed to awaken; he looked uneasily from one to the other, and his face flushed deeply.  |he|['disgust']|True
The young man was fluent and gay, but he laughed louder than was natural in a person of polite breeding; his hands trembled violently, and his voice took sudden and surprising inflections, which seemed to be independent of his will.  |he|['joy', 'surprise']|True
The young man was fluent and gay, but he laughed louder than was natural in a person of polite breeding; his hands trembled violently, and his voice took sudden and surprising inflections, which seemed to be independent of his will.  |his|['surprise']|True
Their crooked swords gleamed aloft as they pressed forward in the rush, and their yells rent the very roof.|their|['anger', 'fear', 'surprise']|True
"Their ideal hero is a prince of littleness, and to become that many a powerful mind, enchanted by love, is ""lost to life and use and name and fame."""|Their ideal hero|['joy', 'surprise']|True
Their rage knew no bounds, and their screams rose more piercing than ever, as they surrounded the doomed band, and overwhelmed them, and dyed their misshapen blades in the crimson blood that flowed so red and strong over the fair white vestures.|their|['anger', 'disgust', 'fear', 'surprise']|True
Then Del Ferice broke down.|Del Ferice|['anger', 'sadness']|True
Then I loved you as a man loves the one woman whom he supremely reverences, as I love you, and, I believe, shall always love you.|I|['joy']|True
Then a smile broke over her face as she looked at her brother.|her|['joy', 'surprise']|True
Then for his kinsman, there is no better way than that you should seek the Advocate, tell him your tale, and offer testimony; whether he may take it or not, is quite another matter, and will turn on the D. of A.  Now, that you may reach the Lord Advocate well recommended, I give you here a letter to a namesake of your own, the learned Mr. Balfour of Pilrig, a man whom I esteem.|I|['joy']|True
Then he made arrangements to be informed so soon as she was sighted, determined to go down in the Custom-House tug and board her at the Quarantine, that he might have the satisfaction of being first to tell Claudius all there was to be told.|her|['fear']|True
Then he stood up to his height and kissed her forehead and clasped his fingers about her waist and held her up to the length of his mighty arms before him, unconscious, in his overmastering happiness, of the strength he was exerting.|he|['joy', 'surprise']|True
Then he was told that his mamma was an orphan, and quite alone in the world when his papa had married her.|his mamma|['fear', 'sadness']|True
Then he was told that his mamma was an orphan, and quite alone in the world when his papa had married her.|his papa|['joy', 'surprise']|True
Then here goes for cheating you.|you|['anger', 'disgust']|True
Then said you, rejoicing in your heart, that you were happy; and so you dwelt in peace and plenty, and waxed glad.|you|['joy', 'surprise']|True
Then she turned and smiled at him, and turned again and went in.|she|['joy', 'surprise']|True
Then suddenly his loving little heart told him that he'd better put both his arms around her neck and kiss her again and again, and keep his soft cheek close to hers; and he did so, and she laid her face on his shoulder and cried bitterly, holding him as if she could never let him go again.|he|['joy', 'surprise']|True
Then suddenly his loving little heart told him that he'd better put both his arms around her neck and kiss her again and again, and keep his soft cheek close to hers; and he did so, and she laid her face on his shoulder and cried bitterly, holding him as if she could never let him go again.|she|['anger', 'disgust', 'sadness']|True
Then the Duffys, the Honourable Miss Gores, and the many other families of unmarried girls--the poor muslin martyrs, whose sufferings were the theme of this book, were again passed in review; their failures sometimes jeeringly alluded to by Olive, but always listened to pityingly by Alice--and, talking thus of their past life, the sisters leant over the spring fire that burnt out in the grate.|the poor muslin martyrs|['disgust', 'fear', 'sadness']|True
Then the Duffys, the Honourable Miss Gores, and the many other families of unmarried girls--the poor muslin martyrs, whose sufferings were the theme of this book, were again passed in review; their failures sometimes jeeringly alluded to by Olive, but always listened to pityingly by Alice--and, talking thus of their past life, the sisters leant over the spring fire that burnt out in the grate.|their|['disgust', 'fear', 'sadness']|True
Then the little Syrian maid raised her Indian knife, with both hands, high above her head, and smote the villain with all her might beneath the fifth rib, that he died in the very act; but ere he had fallen, a sharp blade fell swiftly, like a crooked flash of light, and severed the small hands at the wrist; and the brave, true-hearted little maid fell shrieking to the floor.|he|['fear', 'sadness']|True
Then the little Syrian maid raised her Indian knife, with both hands, high above her head, and smote the villain with all her might beneath the fifth rib, that he died in the very act; but ere he had fallen, a sharp blade fell swiftly, like a crooked flash of light, and severed the small hands at the wrist; and the brave, true-hearted little maid fell shrieking to the floor.|the little Syrian maid|['fear']|True
Then the night of our sordid commonplace life closes in around it, and the burned-out case, falling back to earth, lies useless and uncared for, slowly smoldering into ashes.|our|['anger', 'disgust', 'fear', 'sadness']|True
Then we go on through the circumstances of Christ's birth, life, death, and resurrection, and our profession of faith brings us to 'I believe in the Holy Ghost, the Lord and Giver of Life, who proceedeth from the Father and the Son,' etc.|I|['fear']|True
Then with a sudden movement he seized his wife's arm.|he|['fear', 'surprise']|True
Then, bending over him, she snatches the dagger from the grasp of the dying man, saying to him, with a voice into which Isabel Bretherton threw a wealth of pitiful tenderness, 'There is but one way left, beloved.|man|['fear', 'sadness']|True
Then, broken down by the awful pressure of the situation, her love resists his no longer, but rather she sees in the full expression of her own heart the only chance of reconciling him to life, and of persuading him to take thought for his own safety.|she|['surprise']|True
Then, little as he was, he understood that his big, handsome young papa would not come back any more; that he was dead, as he had heard of other people being, although he could not comprehend exactly what strange thing had brought all this sadness about.|he|['sadness']|True
Then, putting her from him, he goes out to meet his enemies.|he|['anger', 'disgust', 'fear']|True
Then, when he becomes conscious of the approach of his rival, the soldier's instinct revives in him; he calls for his sword; she refuses it, and he makes a threatening step towards her.|he|['anger', 'disgust', 'fear']|True
Thenceforth the dust and blood of that unruly epoch passed them by.|them|['anger', 'disgust', 'fear']|True
Theophile Gautier was a horrid man, and if anybody but my brother quoted such a thing as that to me I should be very angry with him indeed.'|Theophile Gautier|['anger', 'disgust', 'fear', 'sadness']|True
There he is,-and there is his wife, that pretty little dark woman.'|his wife|['joy']|True
There is a clamour outside, and he returns wounded to death, pursued by Fernan and his men.|he|['anger', 'fear', 'sadness']|True
There is a man upstairs who crouches like stone by his dead daughter's side; he is motionless and pale as the dead, he is as great in his grief as an expression of grief by Michael Angelo.|his|['sadness']|True
"There is nothing I hate more than spiders, she said, with a little shiver, ""unless,"" seriously, ""it's caterpillars--and caterpillars I loathe."|I|['anger', 'disgust', 'sadness']|True
"There is nothing I hate more than spiders, she said, with a little shiver, ""unless,"" seriously, ""it's caterpillars--and caterpillars I loathe."|she|['anger', 'disgust', 'fear']|True
There is someone you used to know,' Alice said, speaking with embarrassment, and pointing towards the road.|Alice|['fear', 'sadness', 'surprise']|True
There was a delighted excitement in her eyes, puzzling him.|her|['joy', 'surprise']|True
There was a little joke between them that he was a magician, and it was one of his pleasures to invent things to surprise her.|he|['surprise']|True
There was a little joke between them that he was a magician, and it was one of his pleasures to invent things to surprise her.|her|['surprise']|True
There was a perfect babel, and Lottie began to cry plaintively.|Lottie|['sadness']|True
There was an inexpressible pleasure in watching the growth of the work they had so long contemplated, in speculating on the advantages they would obtain by so uniting their respective villages, and in feeling that, being at last one, they were working together for the good of their people.|their people|['joy', 'surprise']|True
There was not the slightest doubt that the steamer was safe, but she had become possessed, as Lady Victoria expressed it, by this unaccountable presentiment, that her fair-haired lover was gone from her for ever. |she|['disgust', 'fear']|True
There was nothing present but the lees of London and the commonplace of disrespectability; and the Prince had already fallen to yawning, and was beginning to grow weary of the whole excursion, when the swing doors were pushed violently open, and a young man, followed by a couple of commissionaires, entered the bar.  |the Prince|['sadness']|True
There was nothing the Indian gentleman loved more than the recollection of the little princess in rags and tatters.|the Indian gentleman|['joy']|True
There was some that was feared of Pew, and some that was feared of Flint; but Flint his own self was feared of me.|Flint|['anger', 'fear']|True
There was some that was feared of Pew, and some that was feared of Flint; but Flint his own self was feared of me.|some|['anger', 'fear']|True
There was something in it that made him feel that he was going to cry.|he|['sadness']|True
"There's Mrs. Figgins, now, the baker's wife; her daughter has just chosen to get married to a bank clerk in London; and I said to her this morning, ""Well, Mrs. Figgins, so you've let your Polly go and pick up with some young fellow from town that you've never seen before, haven't you?"|her daughter|['joy', 'surprise']|True
"There, you see, Edie,' cried Harry demonstratively, 'that's an infinitesimal fraction of Pi; that's a minute decimal of thismgreat, sneering, ugly aggregate ""society"" that we have to deal with whether we will or no, and that rends us and grinds us to powder if only it can once get in the thin end of a chance."|Harry|['sadness']|True
Thereupon he turned into the house (still in a great fervour of mind, so that I saw I had pleased him heartily) and there he wrote me two letters, making his comments on them as he wrote.|I|['joy']|True
Thereupon the old gentleman flew into a towering rage, swearing and cursing in a most characteristic manner, but finally declaring that to arrest spies was the work of spies, and that Giovanni had behaved like a gentleman, as of course he could not help doing, seeing that he was his own son.|the old gentleman|['anger', 'disgust', 'sadness']|True
These they shot, or trapped in pitfalls, using the flesh for food, and, after their clothes wore out, the hides for clothing.|they|['anger', 'disgust', 'fear', 'sadness', 'surprise']|True
They are happy and glad together, those two hearts that never knew love save for each other, and they will be happy always.|They|['joy']|True
They are happy and glad together, those two hearts that never knew love save for each other, and they will be happy always.|they|['joy']|True
They are happy people!|They|['joy']|True
They called upon him eagerly to explain his meaning.  |They|['joy', 'surprise']|True
They did look beautiful this last evening.|they|['joy']|True
They dwelt apart from alarms in the green forest where their love began.|their|['joy']|True
They grasped their hideous foes by arm and limb and neck, and tossed some of them back upon their fellows; fighting desperately with their bare hands against the armed murderers.|their|['anger', 'disgust', 'fear', 'sadness']|True
They grasped their hideous foes by arm and limb and neck, and tossed some of them back upon their fellows; fighting desperately with their bare hands against the armed murderers.|they|['anger', 'fear']|True
They had been speaking of Italy ... of Italy where they would have spent their honeymoon.|they|['joy', 'surprise']|True
They had hoped for treasure,--they saw but a handful of white-robed unarmed men, standing around one taller than the rest; and in the throng they saw two women.|they|['joy', 'surprise']|True
They hardly knew why they were going, and San Miniato almost regretted having persuaded them.|San Miniato|['sadness']|True
They just glory in it!|they|['joy']|True
They liked a bit o' fun, they did.|they|['joy']|True
They lives rough, and they risk swinging, but they eat and drink like fighting-cocks, and when a cruise is done, why, it's hundreds of pounds instead of hundreds of farthings in their pockets.|they|['fear']|True
They must not kill each other; she would not allow it; they should be friends.|They|['fear', 'sadness']|True
They spoke freely of each other's affairs, saving that there was no mention of Ida.|They|['joy']|True
They wanted him sadly at home; by this time he would have been helping his unfortunate father.|they|['sadness']|True
They will never know, any more than Nellie knew, all that their mother suffered; and as she looks upon them and strokes their long fair hair and listens to their laughter, she says to herself that it was perhaps almost worth while to have been dragged down towards the depths of shame for the sake of at last enjoying such pride and glory of happy motherhood.|she|['joy']|True
They will never know, any more than Nellie knew, all that their mother suffered; and as she looks upon them and strokes their long fair hair and listens to their laughter, she says to herself that it was perhaps almost worth while to have been dragged down towards the depths of shame for the sake of at last enjoying such pride and glory of happy motherhood.|their|['joy', 'surprise']|True
They will never know, any more than Nellie knew, all that their mother suffered; and as she looks upon them and strokes their long fair hair and listens to their laughter, she says to herself that it was perhaps almost worth while to have been dragged down towards the depths of shame for the sake of at last enjoying such pride and glory of happy motherhood.|their mother|['disgust', 'fear', 'sadness']|True
They're a bad lot.|they|['disgust', 'sadness']|True
They're neither of them strong, I'm afraid.'|I|['fear']|True
Think not, dear friend and brother, that I have come here to dwell needlessly on your grief, to rouse again the keen agonies that have so lately burned through and through you to the quick.|your|['anger', 'fear', 'sadness']|True
Think you, because I am gray and loveless, that I have never known youth and gladness of heart? |I|['sadness']|True
This I know, that you are very near to a life I cannot hope for; and I pray God that you may speed quickly to the desired end, that you may attain that happiness which your brave soul and honest heart so well deserve.|you|['joy']|True
This good monk has lost his way.|This good monk|['fear', 'sadness']|True
This is not taty-and-point, said her husband, with a twinkle in his eyes and a sensation of liquidity about the lips as he came up to survey the outspread tables.|his|['joy']|True
This is plainly stated in the New Testament thus: 'God is a SPIRIT, and they that worship Him must worship Him IN SPIRIT and in truth.'|they|['joy']|True
This slight incident in the tragedy wrung his heart, and the effort of putting the facts upon paper brought the truth home to him, and lured and led him to see down the lifelong range of consequences.|his|['anger', 'fear', 'sadness', 'surprise']|True
"This tendency of mine exposed me to the ridicule of those among my companions who were amorously inclined, but their gay jests at what they termed my ""weakness"" never affected me."|me|['anger', 'disgust', 'sadness']|True
"This tendency of mine exposed me to the ridicule of those among my companions who were amorously inclined, but their gay jests at what they termed my ""weakness"" never affected me."|their|['joy']|True
This was a woman--one of the sex I mistrusted and avoided--a woman in the earliest spring of her youth, a girl of fifteen or sixteen at the utmost.|I|['disgust', 'fear']|True
This was the man he had hated through so many years of boyhood and manhood--the man who had faced him and opposed him at every step--who had stood up boldly before him in his own house to defend what he believed to be right.|he|['anger', 'disgust', 'fear', 'sadness']|True
"Thomas Reid, the conservative sexton, buried him ""four by six by two,"" grumbling at the parish depth as of yore, and a simple stone cross marked his nameless grave."|Thomas Reid|['anger', 'disgust']|True
"Thomas Reid, the conservative sexton, buried him ""four by six by two,"" grumbling at the parish depth as of yore, and a simple stone cross marked his nameless grave."|him|['fear', 'sadness']|True
"Thomas Reid, the conservative sexton, buried him ""four by six by two,"" grumbling at the parish depth as of yore, and a simple stone cross marked his nameless grave."|his|['fear', 'sadness']|True
Those wonderful eyes of hers were full upon him; there was emotion in them,--evidently the Nuneham scene was in her mind, as it was in his,--and a great friendliness, even gratitude, seemed to look out through them.|them|['joy']|True
Thou wilt not taste life till thou hast sipped the nectar from a pair of rose-red lips--thou shalt not guess the riddle of the stars till thou hast gazed deep down into the fathomless glory of a maiden's eyes--thou canst not know delight till thou hast clasped eager arms round a coy waist and heard the beating of a passionate heart against thine own!|thou|['joy', 'surprise']|True
Though I had plenty of acquaintance in the city, I cared little for such entertainment as they could offer me.|I|['joy', 'surprise']|True
Though I'm afraid I'm a very poor critic in that matter--if you were only a problem in space of four dimensions, now!|I|['fear']|True
Though no one capable of judging the situation could have cast upon him a shadow of blame, the first experience of peace mingled itself in his mind with self-reproach.|him|['anger', 'disgust']|True
Through all those months of untiring labour, through privation and anxiety, through days of weariness and nights of study, he had looked forward to the triumph, often doubting but never despairing.|he|['joy']|True
Throw on your pleasant words, your gentle pressures of the hand, your thoughtful and unselfish deeds.|your|['joy', 'surprise']|True
Thus long she had held up, but despair was closing in upon her, and an anguish worse than death.|she|['sadness']|True
To Otto it seemed as if the whole frame of nature were waiting for his words; and yet his pride kept him silent.|his|['joy']|True
To come to business, Good and I took the diamonds to Streeter's to be valued, as we arranged, and really I am afraid to tell you what they put them at, it seems so enormous.|I|['fear']|True
To her this supreme avowal is the only means of making him believe her report of his danger, and turn towards flight; but in him it produces a joy which banishes all thought of personal risk, and makes separation from her worse than death.|her|['fear', 'sadness']|True
To her this supreme avowal is the only means of making him believe her report of his danger, and turn towards flight; but in him it produces a joy which banishes all thought of personal risk, and makes separation from her worse than death.|him|['joy']|True
To her this supreme avowal is the only means of making him believe her report of his danger, and turn towards flight; but in him it produces a joy which banishes all thought of personal risk, and makes separation from her worse than death.|his|['fear', 'sadness']|True
To his surprise he found that he returned to the same conclusion as before.|his|['surprise']|True
To his surprise it was opened before he could ring, and old Assunta came forward with her wrinkled fingers raised to her lips.|his|['surprise']|True
To kill a priest, and then be as nervous and conscious as a boy in a scrape!|a priest|['fear', 'sadness']|True
To tell the truth, the Duke firmly expected to receive the news of the ship's arrival during the night, and so great was his anxiety to relieve Margaret that he insisted upon Willis and Vladimir sitting up all night, so as to be sure of having the message delivered the moment it arrived.|Duke|['anger', 'fear', 'sadness']|True
To the end his gray life would play the part of spectator to hers, or else she would soon have passed beyond his grasp and touch, just as Elvira would have vanished in a little while from the sight of the great audience which now hung upon her every movement.|Elvira|['surprise']|True
To the full you have enjoyed wealth and success and the sensuality of a refined and artistic luxury; to the full, as only a few rarely-gifted men can, you have enjoyed the purest and highest love that earth can give.|you|['joy', 'surprise']|True
To their house, about three months after her husband's death, came Adela.|her husband|['disgust', 'fear', 'sadness']|True
To-day I have nothing; all my hopes are shattered, all my illusions have fallen.|my|['anger', 'disgust', 'sadness']|True
To-day she held such a brief, and was more than usually urgent in the representation of a deserving case.|she|['fear', 'surprise']|True
To-morrow, he would not be sitting out there, breathing in the keen salt air and listening to the music of the surging water, which was the only harmony he had ever loved.|he|['joy']|True
Trial of speed is made, and he succeeds in two hundred yards.|he|['joy', 'surprise']|True
Twice and three times he gasped for breath, and then lay quite still.|he|['surprise']|True
Two elderly women were amused spectators of Liza's ineffectual struggles.|Liza's|['anger', 'disgust', 'fear']|True
Two elderly women were amused spectators of Liza's ineffectual struggles.|Two elderly women|['joy']|True
Two pounds of best black tea, good quality--yours is generally atrocious, Mrs. Oswald--that's the next thing on the list,' said poor trembling, shaky Miss Luttrell, the Squire's sister, a palsied old lady with a quavering,  querulous, rasping voice.|Miss Luttrell|['fear']|True
Under the impulse of his ravening grief, John watched the spectacle of the world's forgetfulness, and the seeming obscenity horrified him even to the limits of madness.|him|['anger', 'disgust', 'fear']|True
Under the impulse of his ravening grief, John watched the spectacle of the world's forgetfulness, and the seeming obscenity horrified him even to the limits of madness.|his|['sadness']|True
Unfortunately I was away--was walking with you, in fact.|I|['sadness']|True
Very slowly, as though fearing some horrible sight, he changed his position and looked timidly in the direction of the sick man.|he|['anger', 'disgust', 'fear', 'sadness']|True
Very subtle are the fast-vanishing links between you and the world; very thin and impalpable the faint shadows that mar to your vision those transcendent hues of heavenly glory you shall so soon behold.|you|['joy']|True
Was this the actress he had watched with such incessant critical revolt six months before?|he|['anger', 'surprise']|True
Waymark often lay awake in the night, listening to that fearful sound in the next room.|Waymark|['fear']|True
"Waymark, Julian said presently, a gentle tremor in his voice, ""why do we never speak of her?"""|Julian|['anger', 'fear', 'sadness']|True
We are doomed men and must surely die, though we know not by whose hand we perish.|we|['fear', 'sadness']|True
We have refused to tell the tale till it is written by you, for fear lest we shall not be believed.|we|['anger', 'fear']|True
We learn to suffer as we learn to love, and it is not to-day, nor yet to-morrow, but in weeks and months to come, and by slow degrees, that John Norton will understand the irreparableness of his loss.|his|['fear', 'sadness']|True
We like, we cherish, we are very, very fond of--but we never love again.|we|['joy', 'surprise']|True
We love, we desire, we possess; and then?|We|['joy']|True
We never missed a tennis-party last year; we used to go sometimes ten miles to them, so eager was mamma after Captain Gibbon, and it did not come off; and then the whole country laughs.'|mamma|['joy', 'surprise']|True
We suffer differently indeed, but we suffer equally.|we|['disgust', 'fear', 'sadness']|True
We told the man we could and would make such a scandal out of this, as should make his name stink from one end of London to the other.|his|['disgust']|True
We told the man we could and would make such a scandal out of this, as should make his name stink from one end of London to the other.|we|['disgust']|True
We were married at the end of June, and Guido Ferrari graced our bridal with his handsome and gallant presence.|We|['joy', 'surprise']|True
We were married at the end of June, and Guido Ferrari graced our bridal with his handsome and gallant presence.|our|['joy']|True
We were only too pleased; and if to-day be wet, to-morrow and the next and the next will be sunshine.|We|['joy']|True
We will go away at once, darling, he said, after a minute, during which I did not see what was going on.|he|['joy']|True
We will go, then, sweetheart.|we|['joy', 'surprise']|True
"We will have it, all the same, said Claudius, smiling, ""and you shall do as you like with it, beloved."|Claudius|['joy', 'surprise']|True
We will take you between us and open the doors, and it may be that we can fight our way out--though we are all slain, he may be saved.|we|['anger', 'fear']|True
We're so glad you are found, she said.|we|['joy']|True
Well, Edie,' said her brother, smiling gently at the light, joyous, tremulous little figure, 'I think I've done right in putting it off till now.|her brother|['joy', 'surprise']|True
Well, I am going to have a summer among the German galleries; perhaps I shall find peace there.|I|['joy']|True
Well, I have done all I could, now other people must enjoy the results.|other people|['joy']|True
Well, I hope we shall be able to conquer death in this instance,' the doctor answered, 'and with care we may save her for some time, and if--''Ah, if,' Laura interjected, and curtseying to him she led the doctor to the door.|I|['joy', 'surprise']|True
Well, I hope we shall be able to conquer death in this instance,' the doctor answered, 'and with care we may save her for some time, and if--''Ah, if,' Laura interjected, and curtseying to him she led the doctor to the door.|we|['disgust', 'fear', 'sadness']|True
Well, all good go with you.|you|['joy', 'surprise']|True
Well, for my part, I don't care twopence about Pi as you call it,' said Edie, tossing her pretty little head  contemptuously; 'but I'm very glad indeed to have been on the Continent for my own sake, because of the pictures, and palaces, and mountains, and waterfalls we've seen, and not because of Pi's opinion of me for having seenthem.|I|['joy']|True
Well, he's dead now and under hatches; but for two year before that, shiver my timbers, the man was starving!|he|['fear', 'sadness']|True
"Well, said Marzio at last, with a kinder smile than had been on his face for many a day--""very well, children."|Marzio|['joy', 'surprise']|True
Well, sir, he was like the rest of us; every time he looked at my prisoner, I saw that Sawbones turn sick and white with the desire to kill him.|him|['fear', 'sadness']|True
Well, sir, he was like the rest of us; every time he looked at my prisoner, I saw that Sawbones turn sick and white with the desire to kill him.|my prisoner|['anger', 'disgust', 'fear', 'sadness']|True
Well, there,' said Mrs. Oswald, half laughing and half crying, 'I can't tell 'ee exactly what she did say, but it was just the kind of thing that she mostly does, impudent like, just to hurt a body's feelings.|Mrs. Oswald|['joy', 'sadness', 'surprise']|True
Well, there,' said his mother, kissing him gently, 'you're a bad rebellious boy to be calling names, like a chatter-mag, and I won't listen to you any longer.|his mother|['joy', 'surprise']|True
Well, there,' said his mother, kissing him gently, 'you're a bad rebellious boy to be calling names, like a chatter-mag, and I won't listen to you any longer.|you|['disgust']|True
Well, well,' he said, with a painful embarrassment.|he|['anger', 'disgust', 'fear', 'sadness', 'surprise']|True
What I have seen of you has greatly pleased but even more puzzled me.  |me|['joy']|True
What she desired to say to me I can only conjecture; but it is not impossible that she was driven by the common impulse which sends young girls to their pastor when they are in grievous trouble and without other friends.'|they|['anger', 'fear', 'sadness']|True
When I have said that my child has disobeyed me, I have said all that the question holds.|I|['anger', 'disgust']|True
"When I look at you, standing there so pretty in that pretty dress, I feel inclined to say to myself, ""Every woman ought to do her best to make herself look as beautiful as she can for the common delectation of all humanity."""|you|['joy']|True
When I should have consecrated every thought to the hope of winning you, I made myself contemptible in your eyes--worse, I made you loathe me.|I|['anger', 'disgust', 'joy', 'surprise']|True
When I should have consecrated every thought to the hope of winning you, I made myself contemptible in your eyes--worse, I made you loathe me.|you|['anger', 'disgust']|True
When I took up the beef-tea I found her that bad that I felt that I'd always have it on my conscience if I didn't let her husband know how bad his wife was----'  'I'm afraid, doctor, that she's been drinking for years,' Laura interjected.|I|['fear']|True
When a man dies he goes to the ground, as a slaughtered ox to the butcher's stall, or a dead horse to the knacker's.|a man|['fear', 'sadness']|True
When a man dies he goes to the ground, as a slaughtered ox to the butcher's stall, or a dead horse to the knacker's.|he|['anger', 'disgust', 'fear', 'sadness']|True
When all was ready he went ashore and shouted for the Cripple and the Son of the Fool, who at once appeared out of the dusk, and were put on board the sailboat by him.|he|['anger', 'surprise']|True
When he saw you pass by, looking so sad and neglected, he did not dream that you were his friend's poor child; but because you were a little girl, too, he was sorry for you, and wanted to make you happier.|you|['joy']|True
When he was old enough to walk out with his nurse, dragging a small wagon and wearing a short white kilt skirt, and a big white hat set back on his curly yellow hair, he was so handsome and strong and rosy that he attracted every one's attention, and his nurse would come home and tell his mamma stories of the ladies who had stopped their carriages to look at and speak to him, and of how pleased they were when he talked to them in his cheerful little way, as if he had known them always.|his|['joy', 'surprise']|True
When he was quite a little fellow, he learned to read; and after that he used to lie on the hearth-rug, in the evening, and read aloud--sometimes stories, and sometimes big books such as older people read, and sometimes even the newspaper; and often at such times Mary, in the kitchen, would hear Mrs. Errol laughing with delight at the quaint things he said.|Mrs. Errol|['joy']|True
When his father was ill, Cedric had been sent away, and when he had returned, everything was over; and his mother, who had been very ill, too, was only just beginning to sit in her chair by the window.|his father|['disgust', 'sadness']|True
When his father was ill, Cedric had been sent away, and when he had returned, everything was over; and his mother, who had been very ill, too, was only just beginning to sit in her chair by the window.|his mother|['disgust', 'sadness']|True
When my father, Count Filippo Romani, died, leaving me, then a lad of seventeen, sole heir to his enormous possessions-- sole head of his powerful house--there were many candid friends who, with their usual kindness, prophesied the worst things of my future.|my father|['fear', 'sadness', 'surprise']|True
When my friend spoke thus I smiled, but answered nothing.|I|['joy', 'surprise']|True
"When next she visited Litany Lane, Ida learnt that ""pore Mrs. Casty,"" after a quarrel with her friend Mrs. Sprowl, had fallen downstairs in a fit and broken her neck."|Mrs. Casty|['anger']|True
When the curtain fell, Edward Wallace could have had few doubts--if he had ever cherished any--of the success of his play.|he|['joy']|True
When they came forth again, happy and yet serious, into the frosty air and sunlight, the long files of the army were already winding forward up the road; already the Duke of Gloucester's banner was unfolded and began to move from before the abbey in a clump of spears; and behind it, girt by steel-clad knights, the bold, black-hearted, and ambitious hunchback moved on towards his brief kingdom and his lasting infamy.|his|['sadness']|True
When they came forth again, happy and yet serious, into the frosty air and sunlight, the long files of the army were already winding forward up the road; already the Duke of Gloucester's banner was unfolded and began to move from before the abbey in a clump of spears; and behind it, girt by steel-clad knights, the bold, black-hearted, and ambitious hunchback moved on towards his brief kingdom and his lasting infamy.|they|['joy']|True
When they reached his rooms he put her carefully into a chair by the fire, made her take some sandwiches, and set the kettle to boil in his handy bachelor way, that he might make her some tea, and all the time he talked about various nothings, till at last Marie, unable to put up with it any longer, caught his hand as he was bending over the fire.|Marie|['surprise']|True
When they were alone, Corona laid her hands upon Giovanni's shoulders and gazed long into his angry eyes.|his|['anger', 'disgust']|True
When we next meet, it shall repent you that ye were so harsh.|You|['sadness']|True
