text|entity_start|entity_end|emotion_labels|emotions|emotion_count
Then he embraced me, in the middle of the street, and hugged me so tight (crying over me all the while) that I coughed fit to choke! 'You are the one friend left to me amid all my misfortunes,' says he. Oh, he's a man of sentiment, that!|46|47|[4]|['sadness']|1
Then manfully he set himself to read his heart--at least, he tried to. In the end, hidden in his room, he wept--honest tears of a strong man conscious that he was unable by his strength to hold disaster from an innocent. Even his attempt to find the rogue, Spinney, was futile.|35|38|[4]|['sadness']|1
Then manfully he set himself to read his heart--at least, he tried to. In the end, hidden in his room, he wept--honest tears of a strong man conscious that he was unable by his strength to hold disaster from an innocent. Even his attempt to find the rogue, Spinney, was futile.|40|41|[4]|['sadness']|1
Then rising, with his cheeks bathed in tears, he approached the gravedigger, and spoke to him for some moments in a whisper--though they were alone, and in the centre of that deserted place. Then began between those two men a mysterious dialogue, which the night enveloped in shade and silence. The gravedigger, alarmed at what Samuel asked him, at first refused his request.|46|49|[2]|['fear']|1
Then she took paper and pencil, and seating herself at the writing-table, tried to reckon up what she had spent during the day. Her head was throbbing with fatigue, and she had to go over the figures again and again; but at last it became clear to her that she had lost three hundred dollars at cards. She took out her cheque-book to see if her balance was larger than she remembered, but found she had erred in the other direction.|77|78|[4]|['sadness']|1
Then the Wanderer paused where once the old hound Argos had welcomed him and had died in that welcome. There, unwelcomed, he stood, leaning on his staff. Then a sudden ray of the sun fell on something that glittered in the heap, and he touched it with the end of the staff that he had in his hand.|65|66|[0]|['anger']|1
Then there was joy in the family, and she tasted their caresses. CHAPTER IX  After his deed of loftiness Alvan walked to his hotel, where the sight of the room Clotilde had entered that morning caught his breath. He proceeded to write his first letter to General von Rudiger, repressing his heart's intimations that he had stepped out of the friendly path, and was on a strange and tangled one.|25|27|[5]|['surprise']|1
"Then, as Mrs. Lightfoot and Betty came in, she broke off, and wiped her large black hands on her apron, before she waved with pride to the shelves and tables bending beneath her various creations. ""I'se done stuff dat ar pig so full er chestnuts dat he's fitten ter bus',"" she exclaimed proudly. ""Lawd, Lawd, hit's a pity he ain' 'live agin des ter tase hese'f!"""|67|68|[3, 5]|['joy', 'surprise']|2
Then, as if by a single stroke, Lee's army vanished from the trampled broom-sedge and the strip of pines. The blue brigades closed upon the landscape and when they opened there were only a group of sullen prisoners and the sound of stray shots from the scattered soldiers who had fought their way beyond the stream. IX  IN THE HOUR OF DEFEAT   As the dusk fell Dan found himself on the road with a little company of stragglers, flying from the pursuing cavalry that drew off slowly as the darkness gathered.|50|51|[4]|['sadness']|1
"Then, being evidently a garrulous body, the speaker leaned comfortably upon the sill, and sent down a string of remarks, which Dan promptly shortened with an oath. ""Hold your tongue, Jack Hicks,"" he cried, angrily, ""and come down and open this door before I break it in. I've walked ten miles to-night and I can't stand here till morning."|39|42|[0]|['anger']|1
"Then, being evidently a garrulous body, the speaker leaned comfortably upon the sill, and sent down a string of remarks, which Dan promptly shortened with an oath. ""Hold your tongue, Jack Hicks,"" he cried, angrily, ""and come down and open this door before I break it in. I've walked ten miles to-night and I can't stand here till morning."|43|44|[0]|['anger']|1
There didn't seem to be a peep-hole of any kind--nevertheless I felt kind of sure there must be. All of a sudden I sat down on the edge of the table, and put my face in my hands, sobbing out a 'Mon Dieu! Mon Dieu!'|30|31|[5]|['surprise']|1
There didn't seem to be a peep-hole of any kind--nevertheless I felt kind of sure there must be. All of a sudden I sat down on the edge of the table, and put my face in my hands, sobbing out a 'Mon Dieu! Mon Dieu!'|45|46|[4, 5]|['sadness', 'surprise']|2
There didn't seem to be a peep-hole of any kind--nevertheless I felt kind of sure there must be. All of a sudden I sat down on the edge of the table, and put my face in my hands, sobbing out a 'Mon Dieu! Mon Dieu!'|7|11|[5]|['surprise']|1
"There had of course been ""fast"" girls even in Mrs. Peniston's early experience; but their fastness, at worst, was understood to be a mere excess of animal spirits, against which there could be no graver charge than that of being ""unladylike."" The modern fastness appeared synonymous with immorality, and the mere idea of immorality was as offensive to Mrs. Peniston as a smell of cooking in the drawing-room: it was one of the conceptions her mind refused to admit. She had no immediate intention of repeating to Lily what she had heard, or even of trying to ascertain its truth by means of discreet interrogation."|81|86|[0, 1]|['anger', 'disgust']|2
There is a good deal of mould and worm-eating and cobwebs about the old place. Yet both you and I think it more beautiful now than it was then. Well, I believe it is, as nearly as possible, the same with an old face.|22|25|[3]|['joy']|1
There is no more violent prodigal than the avaricious man who takes the bit in his teeth; there is no man more terrible in action than a dreamer. Marius was formidable and pensive. In battle he was as in a dream.|35|37|[2, 4]|['fear', 'sadness']|2
There never was sich like about the place, long as I remember it, till she came to Knowl, old witch! with them unmerciful big bones of hers, and her great bald head, grinning here, and crying there, and her nose everywhere. The old French hypocrite!'|12|13|[0]|['anger']|1
There never was sich like about the place, long as I remember it, till she came to Knowl, old witch! with them unmerciful big bones of hers, and her great bald head, grinning here, and crying there, and her nose everywhere. The old French hypocrite!'|35|36|[0, 3, 4]|['anger', 'joy', 'sadness']|3
There seemed to have been a quarrel of some kind between her and her familiar, for it would not stop all she could do to it. As she came up to him she snatched a rod that he had cut in the woods, out of his hand, and that moment the familiar stopped and became as submissive as a pet dog. He could not understand what it meant, until it suddenly occurred to him that the rod was a branch of witch-hazel!|80|81|[2]|['fear']|1
There seemed to have been a quarrel of some kind between her and her familiar, for it would not stop all she could do to it. As she came up to him she snatched a rod that he had cut in the woods, out of his hand, and that moment the familiar stopped and became as submissive as a pet dog. He could not understand what it meant, until it suddenly occurred to him that the rod was a branch of witch-hazel!|34|35|[2]|['fear']|1
"There was a rustle of silk upon the stairs, and drawing nearer to Dora, he awaited the result with breathless interest. Mrs. Deane came first, but scarcely had she crossed the threshold, ere she started back, petrified with astonishment, and clutching Alice's dress, whispered softly, ""am I deceived, or _is it Dora?_""  And Alice, with wild staring eyes, could only answer ""_Dora_;"" while Eugenia, wondering at their conduct, strove to push them aside. Failing in this, she raised herself on tiptoe, and looking over their heads, saw what for an instant chilled her blood, and stopped the pulsations of her heart."|93|95|[2]|['fear']|1
"There was a rustle of silk upon the stairs, and drawing nearer to Dora, he awaited the result with breathless interest. Mrs. Deane came first, but scarcely had she crossed the threshold, ere she started back, petrified with astonishment, and clutching Alice's dress, whispered softly, ""am I deceived, or _is it Dora?_""  And Alice, with wild staring eyes, could only answer ""_Dora_;"" while Eugenia, wondering at their conduct, strove to push them aside. Failing in this, she raised herself on tiptoe, and looking over their heads, saw what for an instant chilled her blood, and stopped the pulsations of her heart."|27|32|[2]|['fear']|1
"There was a rustle of silk upon the stairs, and drawing nearer to Dora, he awaited the result with breathless interest. Mrs. Deane came first, but scarcely had she crossed the threshold, ere she started back, petrified with astonishment, and clutching Alice's dress, whispered softly, ""am I deceived, or _is it Dora?_""  And Alice, with wild staring eyes, could only answer ""_Dora_;"" while Eugenia, wondering at their conduct, strove to push them aside. Failing in this, she raised herself on tiptoe, and looking over their heads, saw what for an instant chilled her blood, and stopped the pulsations of her heart."|118|119|[2]|['fear']|1
There was a wicked glare in his little eye, as he swayed his huge body from side to side, that indicated but too clearly the savage nature of his disposition. Even Gibault felt a little uneasy, and began to think himself a fool for having ventured on such an expedition alone. His state of mind was not improved by the sound of the artist's teeth chattering in his head like castanets.|34|36|[1, 2]|['disgust', 'fear']|2
There was cheques--they was a bit of paper written on, and they was jes' as good as money--jes' as good if they come from customers you knew. Then all of a sudden they wasn't. I was left with three of 'em and two I'd given' change.|57|58|[5]|['surprise']|1
There was cheques--they was a bit of paper written on, and they was jes' as good as money--jes' as good if they come from customers you knew. Then all of a sudden they wasn't. I was left with three of 'em and two I'd given' change.|43|44|[5]|['surprise']|1
There was no answer. Sir Henry suddenly remembered another entrance from a newly added bathroom. He availed himself of it and found Philippa seated in an easy-chair, calmly progressing with her breakfast.|5|8|[5]|['surprise']|1
"There, he had done with her, and with Clover and Quodling and Gildersleeve, and all the rest of the puzzle. As he suddenly entered the house Moggie ran to him up the kitchen stairs. ""There's been a gentleman for you, Mr."|36|39|[5]|['surprise']|1
There,' says I, 'that's how I'd answer for you, general!' Then he embraced me, in the middle of the street, and hugged me so tight (crying over me all the while) that I coughed fit to choke! 'You are the one friend left to me amid all my misfortunes,' says he.|70|71|[3, 4]|['joy', 'sadness']|2
There,' says I, 'that's how I'd answer for you, general!' Then he embraced me, in the middle of the street, and hugged me so tight (crying over me all the while) that I coughed fit to choke! 'You are the one friend left to me amid all my misfortunes,' says he.|60|61|[3, 4]|['joy', 'sadness']|2
"Therefore, in his serene confidence--the confidence of an old man who has founded and knows the solidity of the foundations--Thelismer Thornton smoked peacefully at one end of the village of Fort Canibas, and allowed rebellion to roar at its pleasure in the other end. Then he saw them coming, heard the growing murmur of many voices, the cackle of occasional laughter, and took especial note of ""War Eagle"" Ivus Niles, who led the parade. A fuzzy and ancient silk hat topped his head, a rusty frock-coat flapped about his legs, and he tugged along at the end of a cord a dirty buck sheep."|67|73|[3]|['joy']|1
"Therefore, in his serene confidence--the confidence of an old man who has founded and knows the solidity of the foundations--Thelismer Thornton smoked peacefully at one end of the village of Fort Canibas, and allowed rebellion to roar at its pleasure in the other end. Then he saw them coming, heard the growing murmur of many voices, the cackle of occasional laughter, and took especial note of ""War Eagle"" Ivus Niles, who led the parade. A fuzzy and ancient silk hat topped his head, a rusty frock-coat flapped about his legs, and he tugged along at the end of a cord a dirty buck sheep."|62|63|[3]|['joy']|1
These and similar reflections came to young Thornton rather incoherently. It was not that he desired the affection or the admiration of Madeleine Presson. But this young woman represented for him a new phase of the world he was meeting in its broader sense--and he was ambitious with the zest of youth.|26|31|[3]|['joy']|1
These and similar reflections came to young Thornton rather incoherently. It was not that he desired the affection or the admiration of Madeleine Presson. But this young woman represented for him a new phase of the world he was meeting in its broader sense--and he was ambitious with the zest of youth.|54|55|[3]|['joy']|1
"These tales of frontier life are, however, as a rule, characterized by such wildness of fancy and such extravagancy of language that we have often wondered why another Cervantes did not ridicule our border romances by describing a second Don Quixote's adventures on the prairies. We are pleased to notice, that in the new series of Frontier Tales, by Lee & Shepard, there is an agreeable absence of sensational writing, of that maudlin sentimentality which make the generality of such tales nauseous."" --_Standard._  LEE & SHEPARD, Publishers, Boston."|57|58|[1, 3, 4]|['disgust', 'joy', 'sadness']|3
"These young girls, reared by these nuns between four walls, grew up with a horror of the world and of the age. One of them said to us one day, ""The sight of the street pavement made me shudder from head to foot."" They were dressed in blue, with a white cap and a Holy Spirit of silver gilt or of copper on their breast."|43|44|[2]|['fear']|1
"They are clever doctors, mother,"" said Charles, bursting into a laugh. ""I take great pleasure, I admit, in hearing them discuss my malady. Nurse, give me something to drink."""|22|23|[3]|['joy']|1
"They came out, reluctant, into the dazzle and bustle of the street, with a feeling that they were too good for it, which they confessed to each other with whimsical consciousness. ""But no matter how consecrated we feel now,"" he said, ""we mustn't forget that we went into the church for precisely the same reason that we went to the Vienna Cafe for breakfast--to gratify an aesthetic sense, to renew the faded pleasure of travel for a moment, to get back into the Europe of our youth. It was a purely Pagan impulse, Isabel, and we'd better own it."""|121|122|[3]|['joy']|1
"They did not know it, but it was so: the Lord was watching them. And when you look back upon your past lives, cannot you see some instances of the same kind--when you felt and acted as if the Lord had forgotten you, and found afterwards that he had been watching you all the time? ""But the reason why you do not trust him more is that you obey him so little."|76|77|[4]|['sadness']|1
They returned to the British camp, after more than a month's absence, from a chase extending over seven hundred miles. Their absence had greatly increased the difficulties in the British camp. Without their protection, the danger to which convoys were exposed was great.|34|39|[2, 4]|['fear', 'sadness']|2
They tell all Christians that by uttermost distress alone was the Captain of their salvation made perfect as a Saviour. Sorrow brings us into the true unity of the Church,--that unity which underlies all external creeds, and unites all hearts that have suffered deeply enough to know that when sorrow is at its utmost there is but one kind of sorrow, and but one remedy. What matter, _in extremis_, whether we be called Romanist, or Protestant, or Greek, or Calvinist?|26|27|[4]|['sadness']|1
They took her back to the remote past, to the kind Squire's day of glory, which she remembered as the happiest time of her life; even now, when her second husband was doing all things possible to prove his sincerity and devotion. She had never been completely happy in this second marriage. There had always been a flavour of remorse mingled with her cup of joy; the vague consciousness that she had done a foolish thing, and that the world--her little world within a radius of twenty miles--was secretly laughing at her.|80|81|[3]|['joy']|1
"They were all literary gentlemen, though unknown as yet to Pen. There was Mr. Bole, the real editor of the magazine, of which Mr. Wagg was the nominal chief; Mr. Trotter, who, from having broken out on the world as a poet of a tragic and suicidial cast, had now subsided into one of Mr. Bungay's back shops as reader for that gentleman; and Captain Sumph, an ex-beau reader about town, and related in some indistinct manner to Literature and the Peerage. He was said to have written a book once, to have been a friend of Lord Byron, to be related to Lord Sumphington; in fact, anecdotes of Byron formed his staple, and he seldom spoke but with the name of that poet or some of his contemporaries in his mouth, as thus: ""I remember poor Shelley, at school being sent up for good for a copy of verses, every line of which I wrote, by Jove;"" or, ""I recollect, when I was at Missolonghi with Byron, offering to bet gamba,"" and so forth."|40|46|[4]|['sadness']|1
They were as straight and slim as the canes. And their hardness was proved to Grom's satisfaction when he tried to break them off. They were tough, too, so that he almost lost his patience over them, before he learned that the best way to deal with them was to strip them down, in the direction of the fiber, where they sprang from the parent trunk or root.|17|20|[3]|['joy']|1
They were prepared for anything now--from a mad bison to a red warrior's ghost, and would have been rather disappointed had anything feebler appeared. Immediately there was a clatter of hoofs; a beautiful white pony galloped round the corner of the wood, and made straight for the cottage. Seated thereon was the vision in leather--not seated as a woman sits, but after the fashion of her own adopted father, and having on her leathern dress with a pair of long leggings highly ornamented with porcupine quills and bead work.|0|1|[3]|['joy']|1
"They will serve to defend me in the hour of need, I trust; though now that I have seen the grisly bear I should doubt my chance of success were I to cope with him alone. I should imagine that monster to be worse even than the Wild Man of the West himself."" ""The Wild Man o' the West!"""|41|42|[0]|['anger']|1
"They will serve to defend me in the hour of need, I trust; though now that I have seen the grisly bear I should doubt my chance of success were I to cope with him alone. I should imagine that monster to be worse even than the Wild Man of the West himself."" ""The Wild Man o' the West!"""|45|46|[0, 2]|['anger', 'fear']|2
They would send out another ship, a large one, a floating laboratory, a miniature E.H.Q., at least to be there on the scene; to help in any way they could, perhaps to counter the moves Gunderson's police might make, at least to stand by. At least, in the face of all this public clamor about Eden, to show their concern. The chairman of the board rationalized it masterfully, without once mentioning that their real concern was to remain ascendant at the center of things at all costs, and thereby maintained the tradition of all non-science endeavors.|72|74|[2]|['fear']|1
They would send out another ship, a large one, a floating laboratory, a miniature E.H.Q., at least to be there on the scene; to help in any way they could, perhaps to counter the moves Gunderson's police might make, at least to stand by. At least, in the face of all this public clamor about Eden, to show their concern. The chairman of the board rationalized it masterfully, without once mentioning that their real concern was to remain ascendant at the center of things at all costs, and thereby maintained the tradition of all non-science endeavors.|80|85|[2]|['fear']|1
They would send out another ship, a large one, a floating laboratory, a miniature E.H.Q., at least to be there on the scene; to help in any way they could, perhaps to counter the moves Gunderson's police might make, at least to stand by. At least, in the face of all this public clamor about Eden, to show their concern. The chairman of the board rationalized it masterfully, without once mentioning that their real concern was to remain ascendant at the center of things at all costs, and thereby maintained the tradition of all non-science endeavors.|95|96|[2]|['fear']|1
"They're at their place here, you know, and I spent last Sunday with them. It was a ghastly party--no one else but poor Neddy Silverton, who looks like a galley-slave (they used to talk of my making that poor boy unhappy!) --and after luncheon George carried me off on a long walk, and told me the end would have to come soon."""|11|12|[3]|['joy']|1
"They're at their place here, you know, and I spent last Sunday with them. It was a ghastly party--no one else but poor Neddy Silverton, who looks like a galley-slave (they used to talk of my making that poor boy unhappy!) --and after luncheon George carried me off on a long walk, and told me the end would have to come soon."""|32|36|[3]|['joy']|1
"They're at their place here, you know, and I spent last Sunday with them. It was a ghastly party--no one else but poor Neddy Silverton, who looks like a galley-slave (they used to talk of my making that poor boy unhappy!) --and after luncheon George carried me off on a long walk, and told me the end would have to come soon."""|51|52|[3]|['joy']|1
"They're at their place here, you know, and I spent last Sunday with them. It was a ghastly party--no one else but poor Neddy Silverton, who looks like a galley-slave (they used to talk of my making that poor boy unhappy!) --and after luncheon George carried me off on a long walk, and told me the end would have to come soon."""|53|56|[3]|['joy']|1
Things had always gone so smoothly that he had sometimes fancied a peculiar regard for him in the management, which he had the weakness to attribute to an appreciation of what he occasionally did in literature, though in saner moments he felt how impossible this was. Beyond a reference from Mr. Hubbell to some piece of March's which had happened to meet his eye, no one in the management ever gave a sign of consciousness that their service was adorned by an obscure literary man; and Mr. Hubbell himself had the effect of regarding the excursions of March's pen as a sort of joke, and of winking at them; as he might have winked if once in a way he had found him a little the gayer for dining. March wore through the day gloomily, but he had it on his conscience not to show any resentment toward Watkins, whom he suspected of wishing to supplant him, and even of working to do so.|97|102|[3]|['joy']|1
Thinking thus, and strolling through the rooms with casual glances at a picture, he discovered his acquaintance, catalogue in hand, alone for the present. Her pensive face again answered to his smile. They drew back from the pictures and sat down.|30|31|[4]|['sadness']|1
Thinking thus, and strolling through the rooms with casual glances at a picture, he discovered his acquaintance, catalogue in hand, alone for the present. Her pensive face again answered to his smile. They drew back from the pictures and sat down.|37|38|[3]|['joy']|1
This illness and these--these emotions--have agitated me a great deal; and I'm not very strong, you know. But I'll go and thank God that my boy is innocent. He is innocent.|26|28|[3]|['joy']|1
"This is equally true, madame; for in exchange for a terrestrial crown she has doubtless, as a queen and martyr, a celestial crown; and, besides, who knows what the future may reserve for her posterity?"" Catharine was excessively superstitious; she was even more alarmed at Rene's coolness than at the steadfastness of the auguries, and as in her case any scrape was a chance for her boldly to master the situation, she said suddenly to him, without any other transition than the working of her own thoughts:  ""Are any perfumes come from Italy?"" ""Yes, madame."""|45|47|[2]|['fear']|1
"This possibility heightened the anxiety with which he looked forward to Arthur's arrival. But Bartle thought Mr. Irwine was referring to suicide, and his face wore a new alarm. ""I'll tell you what I have in my head, sir,"" he said, ""and I hope you'll approve of it."|17|19|[2]|['fear']|1
"This seems to be the land of good cooking. If I did not scorn to be unoriginal I should dilate upon the pie and doughnuts I had for breakfast on the other side of your continent."" He seemed still light of heart at the sudden end to his wanderings and isolation, and they forgot the troupe and chatted about his ranch."|29|30|[0]|['anger']|1
This was a fact we both had known for over a week, but Joe in his indolent way, had been quite content to remain and talk with me endlessly. Until now, I had welcomed his presence as an inexhaustible source of information. He accepted the dismissal without rancor and promised to return and visit us next spring.|37|39|[3]|['joy']|1
This was a fact we both had known for over a week, but Joe in his indolent way, had been quite content to remain and talk with me endlessly. Until now, I had welcomed his presence as an inexhaustible source of information. He accepted the dismissal without rancor and promised to return and visit us next spring.|38|39|[3]|['joy']|1
This was a fact we both had known for over a week, but Joe in his indolent way, had been quite content to remain and talk with me endlessly. Until now, I had welcomed his presence as an inexhaustible source of information. He accepted the dismissal without rancor and promised to return and visit us next spring.|41|43|[3]|['joy']|1
This would presently fret off the skin, and make the flesh raw and angry-looking; blood was then rubbed upon the limb, which, being fully dried, took on a dark and repulsive colour. Then a bandage of soiled rags was put on in a cleverly careless way which would allow the hideous ulcer to be seen, and move the compassion of the passer-by. {8}  Hugo got the help of the tinker whom the King had cowed with the soldering-iron; they took the boy out on a tinkering tramp, and as soon as they were out of sight of the camp they threw him down and the tinker held him while Hugo bound the poultice tight and fast upon his leg.|75|79|[4]|['sadness']|1
"Thornton relighted his cigar. The flare of the match showed disgust and stubbornness in the features opposite. ""You know Enoch Dudley as well as I do, Harlan."|38|40|[0, 1]|['anger', 'disgust']|2
"Thornton relighted his cigar. The flare of the match showed disgust and stubbornness in the features opposite. ""You know Enoch Dudley as well as I do, Harlan."|9|14|[0, 1]|['anger', 'disgust']|2
"Thornton was listening with interest, and the man went on with the boldness the humble often display after long and earnest pondering has made duty plain. ""When I saw Niles pass through the street and the crowd following, I was afraid that a matter that's very serious to some of us would be turned into horseplay, and so I came along, too. But I am not led by a buck sheep, Mr. Thornton, nor are those who believe with me."""|77|78|[2]|['fear']|1
"Thornton was listening with interest, and the man went on with the boldness the humble often display after long and earnest pondering has made duty plain. ""When I saw Niles pass through the street and the crowd following, I was afraid that a matter that's very serious to some of us would be turned into horseplay, and so I came along, too. But I am not led by a buck sheep, Mr. Thornton, nor are those who believe with me."""|36|38|[3]|['joy']|1
Thus it was that Finucane, who went to bed at the Temple after the dinner at Dick's, found himself actually with his week's salary intact upon Saturday morning. He gave Mrs. Shandon a wink so knowing and joyful, that that kind creature knew some good news was in store for her, and hastened to get her bonnet and shawl, when Fin asked if he might have the honour of taking her a walk, and giving her a little fresh air. And little Mary jumped for joy at the idea of this holiday, for Finucane never neglected to give her a toy, or to take her to a show, and brought newspaper orders in his pocket for all sorts of London diversions to amuse the child.|81|82|[3]|['joy']|1
Thus it was that Finucane, who went to bed at the Temple after the dinner at Dick's, found himself actually with his week's salary intact upon Saturday morning. He gave Mrs. Shandon a wink so knowing and joyful, that that kind creature knew some good news was in store for her, and hastened to get her bonnet and shawl, when Fin asked if he might have the honour of taking her a walk, and giving her a little fresh air. And little Mary jumped for joy at the idea of this holiday, for Finucane never neglected to give her a toy, or to take her to a show, and brought newspaper orders in his pocket for all sorts of London diversions to amuse the child.|38|43|[3]|['joy']|1
Thus they reached the foot of the column, ten thousand spirits in prison seeming to gasp their griefs from the funereal boughs overhead, and a few twigs scratching the pillar with the drag of impish claws as tenacious as those figuring in St. Anthony's temptation. 'How intensely dark it is just here!' she whispered.|68|69|[5]|['surprise']|1
To add to his discomfiture, he could see quite plainly through the lantern a strange-looking vessel standing in from the sea. She was so clearly out of her course for the Gate that he knew she had not seen the light, and his limbs trembled with shame and terror as he tried in vain to rekindle the dying light. Yet to his surprise the strange ship kept steadily on, passing the dangerous reef of rocks, until she was actually in the waters of the bay.|73|74|[1, 2, 4]|['disgust', 'fear', 'sadness']|3
To her, let it look as blue as the sky, as peaceful and as moveless, it was a wild, reckless, false, devouring creature, a prey to its own moods, and to that of the blind winds which, careless of consequences, urged it to raving fury. Only, while the sea took this form to her imagination, she believed in that which held the sea, and knew that, when it pleased God to part his confining fingers, there would be no more sea. When I reached home, I went straight to Connie's room.|89|90|[3]|['joy']|1
To his astonishment Joshua saw the huge shield, sword, or battle-axe of an Egyptian heavily-armed soldier in the hands of each of these sons of his people, but the shepherd's sling and the bag of round stones also hung from many girdles. Ephraim led his companions and, before greeting his uncle, formed them into two ranks like a double wall between Joshua and the hostile bow-men. Then he gave himself up to the delight of meeting, and a second glad greeting soon followed; for old Nun, protected by the tall Egyptian shields which the sea had washed ashore, had been guided to the projecting rock in whose shelter strong hands were filing the fetters from Joshua and his companion, while Ephraim, with several others, bound the captain.|88|91|[0]|['anger']|1
To none, however, did she seem to bring so much delight as to our dear Constance. Oftener than not, when I went into her room, I found the sleepy, useless little thing lying beside her on the bed, and her staring at it with such loving eyes! How it began, I do not know, but it came at last to be called Connie's Dora, or Miss Connie's baby, all over the house, and nothing pleased Connie better.|61|62|[1]|['disgust']|1
To none, however, did she seem to bring so much delight as to our dear Constance. Oftener than not, when I went into her room, I found the sleepy, useless little thing lying beside her on the bed, and her staring at it with such loving eyes! How it began, I do not know, but it came at last to be called Connie's Dora, or Miss Connie's baby, all over the house, and nothing pleased Connie better.|48|49|[3]|['joy']|1
To none, however, did she seem to bring so much delight as to our dear Constance. Oftener than not, when I went into her room, I found the sleepy, useless little thing lying beside her on the bed, and her staring at it with such loving eyes! How it began, I do not know, but it came at last to be called Connie's Dora, or Miss Connie's baby, all over the house, and nothing pleased Connie better.|38|40|[1, 3]|['disgust', 'joy']|2
To none, however, did she seem to bring so much delight as to our dear Constance. Oftener than not, when I went into her room, I found the sleepy, useless little thing lying beside her on the bed, and her staring at it with such loving eyes! How it began, I do not know, but it came at last to be called Connie's Dora, or Miss Connie's baby, all over the house, and nothing pleased Connie better.|39|40|[3]|['joy']|1
To reach the door, I had to cross a hollow by a bridge, built, for the sake of the road, over what had once been the course of a rivulet from the heights above. Now it was a kind of little glen, or what would in Scotland be called a den, I think, grown with grass and wild flowers and ferns, some of them, rare and fine. The roof of the cottage came down to the road, and, until you came quite near, you could not but wonder where the body that supported this head could be.|63|64|[3]|['joy']|1
Toussaint could not get on with Nicolette, the soldering of two elderly maids being impossible, and she went away. The grandfather was well; Marius argued a case here and there; Aunt Gillenormand peacefully led that life aside which sufficed for her, beside the new household. Jean Valjean came every day.|43|49|[3]|['joy']|1
Twice, and yet once again, the young woman and her helpless burden were swept around the circle, each time drawing a little nearer to the recurving eddy under the fall. Lucetta knew well enough that a second ingulfing under the cataract meant death for both, and at the beginning of the fourth circling she made the supreme effort, winning the desperate battle and struggling out upon the low shingly bank of the pool, to fall exhausted when she had dragged her unconscious canoe-mate out of the water. After a dazed minute or two she was able to sit up and realize the extent of the disaster.|38|40|[2]|['fear']|1
Vain to keep repeating that Monica was incapable of baseness. Of that he was persuaded, but none the less a hideous image returned upon his mental vision--a horror--a pollution of thought. One thing he could do to restore his sanity.|48|49|[1, 2]|['disgust', 'fear']|2
"Vane and Du-----e, the physician, at the farther end of the vessel, conversed upon stones and strata, in that singular pedantry of science which strips nature to a skeleton, and prowls among the dead bones of the world, unconscious of its living beauty. They left Gertrude and Trevylyan to themselves; and, ""bending o'er the vessel's laving side,"" they indulged in silence the melancholy with which each was imbued. For Gertrude began to waken, though doubtingly and at intervals, to a sense of the short span that was granted to her life; and over the loveliness around her there floated that sad and ineffable interest which springs from the presentiment of our own death."|85|86|[4]|['sadness']|1
Was that power? Hampered at every turn by my colleagues, fettered by the democratic system of which I should be the mere figurehead! No--the power I dreamed of was absolute!|32|33|[0]|['anger']|1
Was that power? Hampered at every turn by my colleagues, fettered by the democratic system of which I should be the mere figurehead! No--the power I dreamed of was absolute!|9|11|[0]|['anger']|1
"Wasn't it a resurrection, papa, to come out of the grave into such a world as this?"" ""Indeed it was, my darling--and a very beautiful and true dream. There is no need for me to moralise it to you, for you have done so for yourself already."|29|30|[3]|['joy']|1
"We have known and associated with one who was greatly respected and vastly admired because he had seen a man fall from the top of the tower of Notre-Dame; another, because he had succeeded in making his way into the rear courtyard where the statues of the dome of the Invalides had been temporarily deposited, and had ""prigged"" some lead from them; a third, because he had seen a diligence tip over; still another, because he ""knew"" a soldier who came near putting out the eye of a citizen. This explains that famous exclamation of a Parisian gamin, a profound epiphonema, which the vulgar herd laughs at without comprehending,--Dieu de Dieu! What ill-luck I do have!"|116|122|[5]|['surprise']|1
We have no thoughts of our own, no opinions of our own; they are transmitted to us, trained into us. All that is original in us, and therefore fairly creditable or discreditable to us, can be covered up and hidden by the point of a cambric needle, all the rest being atoms contributed by, and inherited from, a procession of ancestors that stretches back a billion years to the Adam-clam or grasshopper or monkey from whom our race has been so tediously and ostentatiously and unprofitably developed. And as for me, all that I think about in this plodding sad pilgrimage, this pathetic drift between the eternities, is to look out and humbly live a pure and high and blameless life, and save that one microscopic atom in me that is truly _me_: the rest may land in Sheol and welcome for all I care.|183|184|[1]|['disgust']|1
We have no thoughts of our own, no opinions of our own; they are transmitted to us, trained into us. All that is original in us, and therefore fairly creditable or discreditable to us, can be covered up and hidden by the point of a cambric needle, all the rest being atoms contributed by, and inherited from, a procession of ancestors that stretches back a billion years to the Adam-clam or grasshopper or monkey from whom our race has been so tediously and ostentatiously and unprofitably developed. And as for me, all that I think about in this plodding sad pilgrimage, this pathetic drift between the eternities, is to look out and humbly live a pure and high and blameless life, and save that one microscopic atom in me that is truly _me_: the rest may land in Sheol and welcome for all I care.|169|170|[1]|['disgust']|1
We have no thoughts of our own, no opinions of our own; they are transmitted to us, trained into us. All that is original in us, and therefore fairly creditable or discreditable to us, can be covered up and hidden by the point of a cambric needle, all the rest being atoms contributed by, and inherited from, a procession of ancestors that stretches back a billion years to the Adam-clam or grasshopper or monkey from whom our race has been so tediously and ostentatiously and unprofitably developed. And as for me, all that I think about in this plodding sad pilgrimage, this pathetic drift between the eternities, is to look out and humbly live a pure and high and blameless life, and save that one microscopic atom in me that is truly _me_: the rest may land in Sheol and welcome for all I care.|95|97|[1]|['disgust']|1
